MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
010809581C,9010809581,              0,    20260222,      20260222,0,22,55,19860822,20260222
010809739C,9010809739,              0,    20240908,      20240908,0,8,55,19860908,20240908
010809930C,9010809930,              0,    20221103,      20221103,0,3,53,19861103,20221103
010809932C,9010809932,              0,    20190828,      20190828,0,28,53,19860903,20190828
010810504C,9010810504,              0,    20220915,      20220915,0,15,53,19860915,20220915
010810539C,9010810539,              0,    20200201,      20200401,0,1,55,19860901,20200201
010810612C,9010810612,              0,    20180915,      20180915,0,15,53,19860915,20180915
010810691C,9010810691,              0,    20251020,      20251020,0,20,53,19861020,20251020
010811157C,9010811157,              0,    19970308,      20190608,0,8,53,19860908,19970308
010811517C,9010811517,              0,    19990222,      19990222,0,22,55,19860922,19990222
010811652C,9010811652,              0,    20181118,      20181118,0,18,53,19861118,20181118
010812079C,9010812079,              0,    20210517,      20210517,0,17,53,19860911,20210517
010813286C,9010813286,              0,    20251001,      20251001,0,1,53,19861001,20251001
010813387C,9010813387,              0,    20261002,      20261002,0,2,53,19861002,20261002
010813391C,9010813391,              0,    20221101,      20221101,0,1,53,19861101,20221101
010813414C,9010813414,              0,    20170924,      20171224,0,24,55,19860924,20170924
010813804C,9010813804,              0,    20190101,      20190101,0,1,55,19861001,20190101
010814022C,9010814022,              0,    20210505,      20210805,0,5,54,19861105,20210505
010814023C,9010814023,              0,    20210324,      20210624,0,24,54,19860924,20210324
010814167C,9010814167,              0,    20231008,      20231008,0,8,53,19861008,20231008
010814552C,9010814552,              0,    20180701,      20180701,0,1,53,19861001,20180701
010814559C,9010814559,              0,    20211101,      20220201,0,1,53,19861101,20211101
010814696C,9010814696,              0,    20181111,      20181111,0,11,53,19861111,20181111
010814698C,9010814698,              0,    20251101,      20251101,0,1,55,19861101,20251101
010814933C,9010814933,              0,    20191015,      20191015,0,15,53,19861015,20191015
010814971C,9010814971,              0,    20181010,      20181010,0,10,53,19861010,20181010
010815003C,9010815003,              0,    20251101,      20251101,0,1,55,19861101,20251101
010815026C,9010815026,              0,    20030402,      20030402,0,2,55,19861002,20030402
010815643C,9010815643,              0,    20191217,      20200117,0,17,55,19861017,20191217
010816070C,9010816070,              0,    20231015,      20231015,0,15,53,19861015,20231015
010816156C,9010816156,              0,    20201013,      20201013,0,13,53,19861013,20201013
010816326C,9010816326,              0,    20191023,      20191023,0,23,55,19861023,20191023
010816331C,9010816331,              0,    20181120,      20181120,0,20,55,19861120,20181120
010816590C,9010816590,              0,    19991016,      20221016,0,16,53,19861016,19991016
010816898C,9010816898,              0,    20181121,      20190221,0,21,55,19861021,20181121
010816928C,9010816928,              0,    20201017,      20201017,0,17,53,19861017,20201017
010817091C,9010817091,              0,    20201022,      20201022,0,22,53,19861022,20201022
010817415C,9010817415,              0,    20210127,      20210127,0,27,53,19861027,20210127
010817930C,9010817930,              0,    20181019,      20181019,0,19,53,19861019,20181019
010818580C,9010818580,              0,    20221110,      20221110,0,10,53,19861110,20221110
010818657C,9010818657,              0,    20201124,      20201224,0,24,55,19861124,20201124
010818789C,9010818789,              0,    20210413,      20210413,0,13,53,19870113,20210413
010819267C,9010819267,              0,    20230606,      20230806,0,6,55,19861106,20230606
010819603C,9010819603,              0,    20241113,      20241113,0,13,55,19861113,20241113
010819955C,9010819955,              0,    20231114,      20231114,0,14,53,19861114,20231114
010820635C,9010820635,              0,    20251117,      20251117,0,17,53,19861117,20251117
010820835C,9010820835,              0,    20241108,      20250208,0,8,54,19861108,20241108
010821381C,9010821381,              0,    20181115,      20181215,0,15,55,19870115,20181115
010821385C,9010821385,              0,    20211202,      20211202,0,2,55,19861202,20211202
010821902C,9010821902,              0,    20180501,      20180501,0,1,54,19870101,20180501
010822046C,9010822046,              0,    20201211,      20201211,0,11,55,19861211,20201211
010822225C,9010822225,              0,    20011211,      20211211,0,11,53,19861211,20011211
010823088C,9010823088,              0,    20220609,      20220609,0,9,53,19861209,20220609
010823095C,9010823095,              0,    20191217,      20191217,0,17,55,19861217,20191217
010823601C,9010823601,              0,    20190608,      20190608,0,8,53,19861208,20190608
010823736C,9010823736,              0,    20211202,      20211202,0,2,55,19861202,20211202
010824296C,9010824296,              0,    20181228,      20181228,0,28,53,19861228,20181228
010824299C,9010824299,              0,    20240101,      20240101,0,1,55,19870101,20240101
010824389C,9010824389,              0,    20220622,      20220622,0,22,55,19861222,20220622
010824559C,9010824559,              0,    20230101,      20230401,0,1,54,19870101,20230101
010824811C,9010824811,              0,    19970202,      19970202,0,2,55,19870102,19970202
010824975C,9010824975,              0,    20040112,      20050112,0,12,55,19870112,20040112
010825027C,9010825027,              0,    20220112,      20220112,0,12,55,19870112,20220112
010825053C,9010825053,              0,    20030512,      20030512,0,12,55,19870112,20030512
010825195C,9010825195,              0,    20250707,      20260107,0,7,55,19870107,20250707
010825434C,9010825434,              0,    20240201,      20240201,0,1,55,19870201,20240201
010825438C,9010825438,              0,    20230123,      20230123,0,23,53,19870123,20230123
010825639C,9010825639,              0,    20220108,      20220108,0,8,53,19870108,20220108
010825694C,9010825694,              0,    20220318,      20220318,0,18,55,19870318,20220318
010825720C,9010825720,              0,    20210412,      20210412,0,12,53,19870112,20210412
010826525C,9010826525,              0,    20200105,      20200105,0,5,55,19870205,20200105
010826532C,9010826532,              0,    20200201,      20200201,0,1,53,19870201,20200201
010826765C,9010826765,              0,    19980211,      20190211,0,11,53,19870211,19980211
010826810C,9010826810,              0,    20220205,      20220205,0,5,53,19870205,20220205
010826812C,9010826812,              0,    20211201,      20211201,0,1,55,19870201,20211201
010827014C,9010827014,              0,    20220115,      20220115,0,15,53,19870115,20220115
010827672C,9010827672,              0,    19970604,      20180304,0,4,55,19870204,19970604
010827675C,9010827675,              0,    20260203,      20270203,0,3,55,19870203,20260203
010828463C,9010828463,              0,    20210128,      20210128,0,28,53,19870128,20210128
010829579C,9010829579,              0,    20220423,      20230423,0,23,54,19870423,20220423
010829587C,9010829587,              0,    20190201,      20190201,0,1,53,19870301,20190201
010829942C,9010829942,              0,    20190211,      20190211,0,11,55,19870211,20190211
010830145C,9010830145,              0,    20240518,      20240518,0,18,53,19870218,20240518
010830310C,9010830310,              0,    20200218,      20200218,0,18,53,19870218,20200218
010831719C,9010831719,              0,    20200906,      20200906,0,6,55,19870306,20200906
010832205C,9010832205,              0,    20230310,      20230310,0,10,55,19870310,20230310
010832626C,9010832626,              0,    20190112,      20190112,0,12,55,19870312,20190112
010832681C,9010832681,              0,    20220313,      20220313,0,13,53,19870313,20220313
010833467C,9010833467,              0,    20210213,      20210513,0,13,57,19870313,20210213
010833595C,9010833595,              0,    20190401,      20190401,0,1,55,19870401,20190401
010833639C,9010833639,              0,    20190318,      20190318,0,18,53,19870318,20190318
010833740C,9010833740,              0,    20210401,      20210401,0,1,53,19870401,20210401
010834096C,9010834096,              0,    20200326,      20210326,0,26,53,19870326,20200326
010834430C,9010834430,              0,    20190101,      20190401,0,1,53,19870401,20190101
010834489C,9010834489,              0,    20251001,      20251001,0,1,55,19870401,20251001
010834719C,9010834719,              0,    20181001,      20181001,0,1,53,19870401,20181001
010835632C,9010835632,              0,    20201008,      20201008,0,8,55,19870408,20201008
010835847C,9010835847,              0,    20240908,      20241208,0,8,54,19870608,20240908
010835949C,9010835949,              0,    20221011,      20221011,0,11,55,19870411,20221011
010836265C,9010836265,              0,    20231013,      20231013,0,13,53,19870413,20231013
010836547C,9010836547,              0,    20180409,      20180409,0,9,53,19870409,20180409
010838364C,9010838364,              0,    20230504,      20230504,0,4,53,19870504,20230504
010838834C,9010838834,              0,    20210805,      20210805,0,5,53,19870505,20210805
010839714C,9010839714,              0,    20190512,      20190512,0,12,53,19870512,20190512
010839783C,9010839783,              0,    20150201,      20150501,0,1,55,19870601,20150201
010839849C,9010839849,              0,    20240814,      20241114,0,14,54,19870514,20240814
010840477C,9010840477,              0,    20180521,      20190521,0,21,55,19870521,20180521
010840582C,9010840582,              0,    20221201,      20221201,0,1,53,19870601,20221201
010840779C,9010840779,              0,    20250522,      20260522,0,22,55,19870522,20250522
010840848C,9010840848,              0,    20200526,      20200526,0,26,55,19870526,20200526
010841424C,9010841424,              0,    20200602,      20200602,0,2,53,19870602,20200602
010842284C,9010842284,              0,    20250610,      20250610,0,10,55,19870610,20250610
010842285C,9010842285,              0,    20250610,      20250610,0,10,55,19870610,20250610
010842541C,9010842541,              0,    20180612,      20180612,0,12,53,19870612,20180612
010842863C,9010842863,              0,    20210617,      20220617,0,17,55,19870617,20210617
010843137C,9010843137,              0,    20240521,      20240521,0,21,53,19870521,20240521
