MPOLICY,MPLAN,LIFEPRO_PLAN,QUikPLAN_NFOINT,QUikPLAN_VARGP,QUikPLAN_DEPINT,QUIKDVDP_MDEPINT,CSO_NFOINT_CODE,CSO_EXPECTED_RATE,CLIENT_EXPECTED_RATE,QLADMIN_OBSERVED_FIELD,QLADMIN_OBSERVED_RATE,RATE_GAP_ROOT
010826810C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010826812C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827014C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827081C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827228C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827254C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827434C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827507C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827528C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827575C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827590C,1659SR,659 SR GD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827672C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827674C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827675C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827699C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827700C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827865C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010827968C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828101C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828368C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828369C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828370C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828463C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828599C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010828602C,1659SR,659 SR GD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010829587C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010829627C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010829942C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830094C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830145C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830309C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830310C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830330C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010830632C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831077C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831097C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831150C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831284C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831478C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831492C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831719C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010831893C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832106C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832205C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832616C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832617C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832626C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832681C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010832740C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833377C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833378C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833382C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833383C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833409C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833410C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833411C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833467C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833595C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833639C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833737C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833740C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010833991C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834096C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834192C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834193C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834274C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834344C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834414C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834430C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834489C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834574C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834575C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834689C,1659CS,659 CEN SD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834690C,1659CS,659 CEN SD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834737C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010834745C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835240C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835310C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835334C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835632C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835891C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835892C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010835949C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836057C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836094C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836250C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836252C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836254C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836265C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836547C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836582C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836583C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836584C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010836908C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010837163C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010837532C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010837733C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010837734C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838376C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838654C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838710C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838834C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838863C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010838982C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839119C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839122C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839176C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839177C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839178C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839234C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839290C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839714C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839783C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010839784C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840404C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840436C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840477C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840582C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840776C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840778C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840779C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840848C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010840971C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841124C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841421C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841422C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841424C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841760C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841782C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841783C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841793C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010841972C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010842016C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
