qla,lp,phase,plan,mode,units,ann,mode_prem,current,proposed,delta,ann_blank,reconstruct
010821274C,9010821274,1,1659CR,1,5.0,0.0,16.55,16.55,3.31,-13.24,True,16.55
010880225C,9010880225,1,1659CR,1,5.0,0.0,16.55,16.55,3.31,-13.24,True,16.55
010938962C,9010938962,1,1659CR,1,5.0,0.0,16.55,16.55,3.31,-13.24,True,16.55
010754233C,9010754233,1,1659C2,1,25.0,0.0,13.75,13.75,0.55,-13.2,True,13.75
010762558C,9010762558,1,1659C2,1,10.97705,0.0,14.48,14.48,1.319116,-13.160884,True,14.48
010879083C,9010879083,1,1658C1,1,50.0,0.0,13.38,13.38,0.2676,-13.1124,True,13.38
010760931C,9010760931,1,1658C1,1,25.0,0.0,13.35,13.35,0.534,-12.816,True,13.35
010814761C,9010814761,1,1658C1,1,25.0,0.0,13.35,13.35,0.534,-12.816,True,13.35
010817132C,9010817132,1,1658C1,1,25.0,0.0,13.35,13.35,0.534,-12.816,True,13.35
010900355C,9010900355,1,1658C1,1,25.0,0.0,13.35,13.35,0.534,-12.816,True,13.35
010922553C,9010922553,1,1658C1,1,25.0,0.0,13.35,13.35,0.534,-12.816,True,13.35
010792705C,9010792705,1,1658C1,1,25.0,0.0,13.31,13.31,0.5324,-12.7776,True,13.31
010875130C,9010875130,1,1659CR,1,4.65142,0.0,16.26,16.26,3.495707,-12.764293,True,16.26
010758538C,9010758538,1,1659C2,3,5.34813,0.0,15.66,15.66,2.928126,-12.731874,True,15.66
010854364C,9010854364,1,1659CR,1,6.0,0.0,15.26,15.26,2.543333,-12.716667,True,15.26
010842026C,9010842026,1,1659C2,1,25.0,0.0,13.22,13.22,0.5288,-12.6912,True,13.22
010961712C,9010961712,1,1659C2,1,25.0,0.0,13.22,13.22,0.5288,-12.6912,True,13.22
010757551C,9010757551,1,1659CR,1,5.0,0.0,15.78,15.78,3.156,-12.624,True,15.78
010827968C,9010827968,1,1659CR,1,5.0,0.0,15.78,15.78,3.156,-12.624,True,15.78
010908070C,9010908070,1,1659C2,1,25.0,0.0,13.15,13.15,0.526,-12.624,True,13.15
011064625C,9011064625,1,1659CR,1,5.0,0.0,15.78,15.78,3.156,-12.624,True,15.78
011087325C,9011087325,1,1659CR,1,5.0,0.0,15.74,15.74,3.148,-12.592,True,15.74
010926347C,9010926347,1,1659C2,1,25.0,0.0,13.06,13.06,0.5224,-12.5376,True,13.06
011081966C,9011081966,1,1659C2,1,25.0,0.0,13.06,13.06,0.5224,-12.5376,True,13.06
010811204C,9010811204,1,1658C1,1,25.0,0.0,12.96,12.96,0.5184,-12.4416,True,12.96
010747013C,9010747013,1,1659C2,1,25.0,0.0,12.85,12.85,0.514,-12.336,True,12.85
010766060C,9010766060,1,1659C2,1,25.0,0.0,12.85,12.85,0.514,-12.336,True,12.85
010827228C,9010827228,1,1659C2,1,25.0,0.0,12.85,12.85,0.514,-12.336,True,12.85
010836584C,9010836584,1,1659C2,1,25.0,0.0,12.85,12.85,0.514,-12.336,True,12.85
010908069C,9010908069,1,1659C2,1,25.0,0.0,12.85,12.85,0.514,-12.336,True,12.85
010796058C,9010796058,1,1659C2,1,25.0,0.0,12.79,12.79,0.5116,-12.2784,True,12.79
010844428C,9010844428,1,1658C1,1,25.0,0.0,12.79,12.79,0.5116,-12.2784,True,12.79
010776025C,9010776025,1,1659C2,1,25.0,0.0,12.72,12.72,0.5088,-12.2112,True,12.72
011069977C,9011069977,1,1659C2,1,25.0,0.0,12.72,12.72,0.5088,-12.2112,True,12.72
010818718C,9010818718,1,1659C2,1,13.03277,0.0,13.22,13.22,1.014366,-12.205634,True,13.22
010845880C,9010845880,1,1659CR,1,6.0,0.0,14.57,14.57,2.428333,-12.141667,True,14.57
010855945C,9010855945,1,1658C1,1,50.0,0.0,12.37,12.37,0.2474,-12.1226,True,12.37
010762559C,9010762559,1,1659C2,1,11.66372,0.0,13.22,13.22,1.133429,-12.086571,True,13.22
010800350C,9010800350,1,1659CR,1,5.0,0.0,15.05,15.05,3.01,-12.04,True,15.05
010988590C,9010988590,1,1659C2,1,25.0,0.0,12.52,12.52,0.5008,-12.0192,True,12.52
010749041C,9010749041,1,1659C2,1,25.0,0.0,12.5,12.5,0.5,-12.0,True,12.5
010779720C,9010779720,1,1659C2,1,25.0,0.0,12.5,12.5,0.5,-12.0,True,12.5
010803659C,9010803659,1,1659C2,1,25.0,0.0,12.5,12.5,0.5,-12.0,True,12.5
010809282C,9010809282,1,1659CS,1,11.868,0.0,13.0,13.0,1.095383,-11.904617,True,13.0
010883239C,9010883239,1,1658C1,1,25.0,0.0,12.36,12.36,0.4944,-11.8656,True,12.36
011050686C,9011050686,1,1659CR,1,3.0,0.0,17.68,17.68,5.893333,-11.786667,True,17.68
010718309C,9010718309,1,1658C1,1,25.0,0.0,12.25,12.25,0.49,-11.76,True,12.25
010745752C,9010745752,1,1658C1,1,25.0,0.0,12.23,12.23,0.4892,-11.7408,True,12.23
010808977C,9010808977,1,1658C1,1,25.0,0.0,12.23,12.23,0.4892,-11.7408,True,12.23
010733472C,9010733472,1,1659C2,1,25.0,0.0,12.1,12.1,0.484,-11.616,True,12.1
010756442C,9010756442,1,1659C2,1,25.0,0.0,12.1,12.1,0.484,-11.616,True,12.1
011140516C,9011140516,1,1659C2,1,25.0,0.0,12.1,12.1,0.484,-11.616,True,12.1
010760942C,9010760942,1,1659CR,1,5.0,0.0,14.36,14.36,2.872,-11.488,True,14.36
010792296C,9010792296,1,1659CR,1,5.0,0.0,14.36,14.36,2.872,-11.488,True,14.36
010790755C,9010790755,1,1659C2,1,7.40478,0.0,13.26,13.26,1.790735,-11.469265,True,13.26
010774644C,9010774644,1,1659C2,1,25.0,0.0,11.86,11.86,0.4744,-11.3856,True,11.86
010833409C,9010833409,1,1658C1,1,25.0,0.0,11.86,11.86,0.4744,-11.3856,True,11.86
010879082C,9010879082,1,1658C1,1,25.0,0.0,11.86,11.86,0.4744,-11.3856,True,11.86
010896854C,9010896854,1,1658C1,1,25.0,0.0,11.86,11.86,0.4744,-11.3856,True,11.86
010974489C,9010974489,1,1658C1,1,25.0,0.0,11.86,11.86,0.4744,-11.3856,True,11.86
010881308C,9010881308,1,1659C2,1,25.0,0.0,11.82,11.82,0.4728,-11.3472,True,11.82
010853288C,9010853288,1,1659CR,1,2.64736,0.0,18.21,18.21,6.878551,-11.331449,True,18.21
010770722C,9010770722,1,1658C1,1,50.0,0.0,11.35,11.35,0.227,-11.123,True,11.35
010796917C,9010796917,1,1659C2,1,25.0,0.0,11.57,11.57,0.4628,-11.1072,True,11.57
010881307C,9010881307,1,1659C2,1,25.0,0.0,11.57,11.57,0.4628,-11.1072,True,11.57
010908068C,9010908068,1,1659C2,1,25.0,0.0,11.57,11.57,0.4628,-11.1072,True,11.57
010996999C,9010996999,1,1659C2,1,25.0,0.0,11.57,11.57,0.4628,-11.1072,True,11.57
010815522C,9010815522,1,1658C1,1,25.0,0.0,11.48,11.48,0.4592,-11.0208,True,11.48
010844236C,9010844236,1,1658C1,1,25.0,0.0,11.48,11.48,0.4592,-11.0208,True,11.48
010850880C,9010850880,1,1658C1,1,25.0,0.0,11.48,11.48,0.4592,-11.0208,True,11.48
010771763C,9010771763,1,1659CR,1,5.0,0.0,13.71,13.71,2.742,-10.968,True,13.71
010842969C,9010842969,1,1659CR,1,5.0,0.0,13.71,13.71,2.742,-10.968,True,13.71
010879786C,9010879786,1,1659CR,1,5.0,0.0,13.68,13.68,2.736,-10.944,True,13.68
011140652C,9011140652,1,1659C2,1,25.0,0.0,11.34,11.34,0.4536,-10.8864,True,11.34
010788086C,9010788086,1,1659C2,1,25.0,0.0,11.31,11.31,0.4524,-10.8576,True,11.31
010999568C,9010999568,1,1659C2,1,25.0,0.0,11.31,11.31,0.4524,-10.8576,True,11.31
011114994C,9011114994,1,1659C2,1,25.0,0.0,11.24,11.24,0.4496,-10.7904,True,11.24
011084364C,9011084364,1,1659CR,1,3.0,0.0,16.17,16.17,5.39,-10.78,True,16.17
010856188C,9010856188,1,1658C1,1,25.0,0.0,11.22,11.22,0.4488,-10.7712,True,11.22
010732975C,9010732975,1,1659C2,1,14.08377,0.0,11.57,11.57,0.821513,-10.748487,True,11.57
010823870C,9010823870,1,1658C1,1,25.0,0.0,11.15,11.15,0.446,-10.704,True,11.15
010819267C,9010819267,1,1659C2,1,25.0,0.0,11.13,11.13,0.4452,-10.6848,True,11.13
010756934C,9010756934,1,1658C1,1,25.0,0.0,11.11,11.11,0.4444,-10.6656,True,11.11
010887925C,9010887925,1,1658C1,1,25.0,0.0,11.11,11.11,0.4444,-10.6656,True,11.11
010922547C,9010922547,1,1658C1,1,25.0,0.0,11.11,11.11,0.4444,-10.6656,True,11.11
010770720C,9010770720,1,1658C1,1,50.0,0.0,10.87,10.87,0.2174,-10.6526,True,10.87
010810912C,9010810912,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
010839177C,9010839177,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
010881272C,9010881272,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
010900529C,9010900529,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
010991950C,9010991950,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
011027058C,9011027058,1,1659C2,1,25.0,0.0,11.07,11.07,0.4428,-10.6272,True,11.07
010756927C,9010756927,1,1659C2,3,4.98644,0.0,13.27,13.27,2.661217,-10.608783,True,13.27
010847570C,9010847570,1,1658C1,1,30.0,0.0,10.92,10.92,0.364,-10.556,True,10.92
010823333C,9010823333,1,1659C2,1,14.43488,0.0,11.31,11.31,0.783519,-10.526481,True,11.31
010777124C,9010777124,1,1659CR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010838982C,9010838982,1,1659CR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010859658C,9010859658,1,1659CR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010898471C,9010898471,1,1659SR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010984316C,9010984316,1,1659CR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010988150C,9010988150,1,1659CR,1,5.0,0.0,13.09,13.09,2.618,-10.472,True,13.09
010781775C,9010781775,1,1659CR,1,3.49485,0.0,14.66,14.66,4.194744,-10.465256,True,14.66
010942232C,9010942232,1,1659CR,1,5.0,0.0,13.07,13.07,2.614,-10.456,True,13.07
010774643C,9010774643,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010807378C,9010807378,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010807604C,9010807604,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010815150C,9010815150,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010852709C,9010852709,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010881273C,9010881273,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010991949C,9010991949,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
011007835C,9011007835,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
011025059C,9011025059,1,1659C2,1,25.0,0.0,10.85,10.85,0.434,-10.416,True,10.85
010739795C,9010739795,1,1659C2,1,25.0,0.0,10.74,10.74,0.4296,-10.3104,True,10.74
010809734C,9010809734,1,1658C1,1,25.0,0.0,10.74,10.74,0.4296,-10.3104,True,10.74
010892690C,9010892690,1,1658C1,1,25.0,0.0,10.74,10.74,0.4296,-10.3104,True,10.74
010823332C,9010823332,1,1659C2,1,14.39701,0.0,11.07,11.07,0.76891,-10.30109,True,11.07
010801178C,9010801178,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
010830632C,9010830632,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
010861363C,9010861363,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
010980836C,9010980836,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
011005190C,9011005190,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
011040527C,9011040527,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
011073652C,9011073652,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
011081939C,9011081939,1,1659C2,1,25.0,0.0,10.65,10.65,0.426,-10.224,True,10.65
010757508C,9010757508,1,1659CR,1,3.8779,0.0,13.71,13.71,3.535419,-10.174581,True,13.71
010762560C,9010762560,1,1659C2,1,11.84425,0.0,11.07,11.07,0.934631,-10.135369,True,11.07
010795840C,9010795840,1,1659C2,1,25.0,0.0,10.53,10.53,0.4212,-10.1088,True,10.53
010846692C,9010846692,1,1659C2,1,25.0,0.0,10.47,10.47,0.4188,-10.0512,True,10.47
010896144C,9010896144,1,1659CR,1,5.0,0.0,12.5,12.5,2.5,-10.0,True,12.5
011084503C,9011084503,1,1659CR,1,5.0,0.0,12.5,12.5,2.5,-10.0,True,12.5
010849880C,9010849880,1,1659C2,1,6.72,0.0,11.71,11.71,1.74256,-9.96744,True,11.71
010831284C,9010831284,1,1659C2,1,25.0,0.0,10.37,10.37,0.4148,-9.9552,True,10.37
010926348C,9010926348,1,1659C2,1,25.0,0.0,10.37,10.37,0.4148,-9.9552,True,10.37
010807605C,9010807605,1,1659C2,1,25.0,0.0,10.32,10.32,0.4128,-9.9072,True,10.32
010428688C,9010428688,1,170858,12,15.88148,0.0,10.44,10.44,0.657369,-9.782631,True,10.44
010762332C,9010762332,1,1659C2,1,25.0,0.0,10.19,10.19,0.4076,-9.7824,True,10.19
010836254C,9010836254,1,1659C2,1,25.0,0.0,10.08,10.08,0.4032,-9.6768,True,10.08
010842293C,9010842293,1,1659C2,1,25.0,0.0,10.08,10.08,0.4032,-9.6768,True,10.08
011081465C,9011081465,1,1658C1,1,50.0,0.0,9.86,9.86,0.1972,-9.6628,True,9.86
010755495C,9010755495,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010780046C,9010780046,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010832616C,9010832616,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010849122C,9010849122,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010892688C,9010892688,1,1658C1,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010895934C,9010895934,1,1658C1,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010900971C,9010900971,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010908285C,9010908285,1,1658C1,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
011056915C,9011056915,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
011087968C,9011087968,1,1659C2,1,25.0,0.0,9.99,9.99,0.3996,-9.5904,True,9.99
010801893C,9010801893,1,1659C2,1,15.59087,0.0,10.19,10.19,0.653588,-9.536412,True,10.19
010793970C,9010793970,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
010828368C,9010828368,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
010900530C,9010900530,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
011001743C,9011001743,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
011003108C,9011003108,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
011022030C,9011022030,1,1659C2,1,25.0,0.0,9.92,9.92,0.3968,-9.5232,True,9.92
010756926C,9010756926,1,1659C2,1,4.72206,0.0,11.89,11.89,2.517969,-9.372031,True,11.89
010823868C,9010823868,1,1658C1,1,25.0,0.0,9.64,9.64,0.3856,-9.2544,True,9.64
010793968C,9010793968,1,1658C1,1,25.0,0.0,9.61,9.61,0.3844,-9.2256,True,9.61
010890627C,9010890627,1,1659CR,1,2.5,0.0,15.1,15.1,6.04,-9.06,True,15.1
010892689C,9010892689,1,1658C1,1,25.0,0.0,9.24,9.24,0.3696,-8.8704,True,9.24
011109258C,9011109258,1,1658C1,1,25.0,0.0,9.22,9.22,0.3688,-8.8512,True,9.22
011053428C,9011053428,1,1658C1,1,25.0,0.0,9.04,9.04,0.3616,-8.6784,True,9.04
010892696C,9010892696,1,1658C1,1,25.0,0.0,8.99,8.99,0.3596,-8.6304,True,8.99
010850881C,9010850881,1,1658C1,1,25.0,0.0,8.87,8.87,0.3548,-8.5152,True,8.87
010834414C,9010834414,1,1658C1,1,25.0,0.0,8.82,8.82,0.3528,-8.4672,True,8.82
010917600C,9010917600,1,1658C1,1,25.0,0.0,8.74,8.74,0.3496,-8.3904,True,8.74
011109256C,9011109256,1,1658C1,1,25.0,0.0,8.69,8.69,0.3476,-8.3424,True,8.69
010792706C,9010792706,1,1658C1,1,25.0,0.0,8.49,8.49,0.3396,-8.1504,True,8.49
010786945C,9010786945,1,1658C1,1,25.0,0.0,8.12,8.12,0.3248,-7.7952,True,8.12
010812360C,9010812360,1,1658C1,1,25.0,0.0,8.12,8.12,0.3248,-7.7952,True,8.12
010754355C,9010754355,1,1659C2,1,5.12554,0.0,9.59,9.59,1.871022,-7.718978,True,9.59
010823867C,9010823867,1,1658C1,1,25.0,0.0,7.98,7.98,0.3192,-7.6608,True,7.98
010809311C,9010809311,1,1659CS,1,10.04063,0.0,8.43,8.43,0.839589,-7.590411,True,8.43
010804004C,9010804004,1,1658C1,1,25.0,0.0,7.81,7.81,0.3124,-7.4976,True,7.81
010789876C,9010789876,1,1658C1,1,25.0,0.0,7.79,7.79,0.3116,-7.4784,True,7.79
010971538C,9010971538,1,1658C1,1,25.0,0.0,7.79,7.79,0.3116,-7.4784,True,7.79
010786057C,9010786057,1,1659C2,1,2.38858,0.0,12.85,12.85,5.379765,-7.470235,True,12.85
010883567C,9010883567,1,1658C1,1,25.0,0.0,7.5,7.5,0.3,-7.2,True,7.5
010808970C,9010808970,1,1658C1,1,25.0,0.0,7.26,7.26,0.2904,-6.9696,True,7.26
010997243C,9010997243,1,1658C1,1,25.0,0.0,7.26,7.26,0.2904,-6.9696,True,7.26
010806606C,9010806606,1,1658C1,1,25.0,0.0,7.24,7.24,0.2896,-6.9504,True,7.24
010781721C,9010781721,1,1659C2,1,4.23965,0.0,9.07,9.07,2.139328,-6.930672,True,9.07
010752831C,9010752831,1,1659C2,1,4.08952,0.0,8.83,8.83,2.159178,-6.670822,True,8.83
010904808C,9010904808,1,1658C1,1,25.0,0.0,6.83,6.83,0.2732,-6.5568,True,6.83
010904810C,9010904810,1,1658C1,1,25.0,0.0,6.65,6.65,0.266,-6.384,True,6.65
010756939C,9010756939,1,1658C1,1,25.0,0.0,6.64,6.64,0.2656,-6.3744,True,6.64
010763416C,9010763416,1,1658C1,1,25.0,0.0,6.64,6.64,0.2656,-6.3744,True,6.64
010899717C,9010899717,1,1658C1,1,25.0,0.0,6.64,6.64,0.2656,-6.3744,True,6.64
011082668C,9011082668,1,1658C1,1,25.0,0.0,6.64,6.64,0.2656,-6.3744,True,6.64
010997242C,9010997242,1,1658C1,1,25.0,0.0,6.58,6.58,0.2632,-6.3168,True,6.58
010810221C,9010810221,1,1658C1,1,25.0,0.0,6.53,6.53,0.2612,-6.2688,True,6.53
010899715C,9010899715,1,1658C1,1,25.0,0.0,6.53,6.53,0.2612,-6.2688,True,6.53
010899718C,9010899718,1,1658C1,1,25.0,0.0,6.53,6.53,0.2612,-6.2688,True,6.53
010756941C,9010756941,1,1658C1,1,25.0,0.0,6.49,6.49,0.2596,-6.2304,True,6.49
011006990C,9011006990,1,1658C1,1,25.0,0.0,6.49,6.49,0.2596,-6.2304,True,6.49
011006989C,9011006989,1,1658C1,1,25.0,0.0,6.46,6.46,0.2584,-6.2016,True,6.46
010804005C,9010804005,1,1658C1,1,25.0,0.0,6.45,6.45,0.258,-6.192,True,6.45
010899716C,9010899716,1,1658C1,1,25.0,0.0,6.4,6.4,0.256,-6.144,True,6.4
010756940C,9010756940,1,1658C1,1,25.0,0.0,6.36,6.36,0.2544,-6.1056,True,6.36
010777043C,9010777043,1,1658C1,1,25.0,0.0,6.36,6.36,0.2544,-6.1056,True,6.36
011050803C,9011050803,1,1658C1,1,25.0,0.0,6.36,6.36,0.2544,-6.1056,True,6.36
010756937C,9010756937,1,1658C1,1,25.0,0.0,6.31,6.31,0.2524,-6.0576,True,6.31
010857637C,9010857637,1,1658C1,1,25.0,0.0,6.31,6.31,0.2524,-6.0576,True,6.31
011109257C,9011109257,1,1658C1,1,25.0,0.0,6.31,6.31,0.2524,-6.0576,True,6.31
010856189C,9010856189,1,1658C1,1,25.0,0.0,6.27,6.27,0.2508,-6.0192,True,6.27
011013645C,9011013645,1,1658C1,1,25.0,0.0,6.27,6.27,0.2508,-6.0192,True,6.27
011045769C,9011045769,1,1658C1,1,25.0,0.0,6.25,6.25,0.25,-6.0,True,6.25
011050804C,9011050804,1,1658C1,1,25.0,0.0,6.25,6.25,0.25,-6.0,True,6.25
011068751C,9011068751,1,1658C1,1,25.0,0.0,6.25,6.25,0.25,-6.0,True,6.25
010918787C,9010918787,1,1658C1,1,25.0,0.0,6.18,6.18,0.2472,-5.9328,True,6.18
010771065C,9010771065,1,1658C1,1,25.0,0.0,6.16,6.16,0.2464,-5.9136,True,6.16
011045768C,9011045768,1,1658C1,1,25.0,0.0,6.16,6.16,0.2464,-5.9136,True,6.16
011068750C,9011068750,1,1658C1,1,25.0,0.0,6.16,6.16,0.2464,-5.9136,True,6.16
010777042C,9010777042,1,1658C1,1,25.0,0.0,6.09,6.09,0.2436,-5.8464,True,6.09
010390251C,9010390251,1,196065,12,2.0,0.0,10.0,10.0,5.0,-5.0,True,10.0
010835892C,9010835892,1,1659C2,1,5.68201,0.0,5.89,5.89,1.036605,-4.853395,True,5.89
010818794C,9010818794,1,1659C2,1,2.4266,0.0,5.04,5.04,2.07698,-2.96302,True,5.04
010757561C,9010757561,1,1659C2,1,2.49052,0.0,4.48,4.48,1.798821,-2.681179,True,4.48
010841421C,9010841421,1,1658C1,1,2.26018,0.0,2.7,2.7,1.194595,-1.505405,True,2.7
