MPOLICY,MPLAN,MANNLFEE,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE,BEFORE_Q,AFTER_Q,DELTA_Q,BEFORE_MTHD,AFTER_MTHD,DELTA_MTHD,MMODEPREM,MPREM,MUNIT,MBILLFRM,MMODE
010879082C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,80.06,86.82,6.76,27.27,29.57,2.30,11.86,11.86,25.00000,2,01
010879083C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,180.65,187.40,6.75,61.54,63.84,2.30,13.38,13.38,50.00000,2,01
010879203C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,94.64,101.39,6.75,32.25,34.55,2.30,197.15,29.21000,12.00000,1,06
010879786C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,18.47,25.22,6.75,6.29,8.59,2.30,13.68,13.68,5.00000,1,01
010880225C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,22.34,29.09,6.75,7.61,9.91,2.30,16.55,16.55,5.00000,2,01
010880257C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,25.92,32.67,6.75,8.83,11.13,2.30,136.00,3.84000,25.00000,1,12
010880362C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.30,20.05,6.75,4.53,6.83,2.30,41.61,1.97000,25.00000,1,06
010880469C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,476.82,483.57,6.75,162.48,164.78,2.30,157.61,17.66000,100.00000,2,01
010880950C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,967.95,974.70,6.75,329.83,332.13,2.30,317.68,23.90000,150.00000,2,01
010880951C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,393.93,400.68,6.75,134.23,136.53,2.30,130.59,14.59000,100.00000,2,01
010881096C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,266.43,273.18,6.75,90.78,93.08,2.30,197.35,197.35,5.00000,1,12
010881272C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,74.72,81.47,6.75,25.46,27.76,2.30,11.07,11.07,25.00000,2,01
010881273C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,73.24,79.99,6.75,24.95,27.25,2.30,10.85,10.85,25.00000,2,01
010881301C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2750.62,2757.38,6.76,937.24,939.54,2.30,407.50,407.50,25.00000,1,12
010881307C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,78.10,84.85,6.75,26.61,28.91,2.30,11.57,11.57,25.00000,1,01
010881308C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,79.78,86.53,6.75,27.19,29.49,2.30,11.82,11.82,25.00000,1,01
010881309C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,372.61,379.36,6.75,126.96,129.26,2.30,39.43,39.43,35.00000,1,01
010881974C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,390.90,397.65,6.75,133.19,135.49,2.30,289.55,289.55,5.00000,1,12
010881975C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,307.67,314.42,6.75,104.83,107.13,2.30,227.90,227.90,5.00000,1,12
010882195C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,200.88,207.63,6.75,68.45,70.75,2.30,207.63,7.44000,100.00000,1,03
010882408C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,538.38,545.13,6.75,183.40,185.70,2.30,79.75,79.75,25.00000,1,12
010882416C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,37.94,44.69,6.75,12.93,15.23,2.30,165.52,23.42000,6.00000,1,12
010882604C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,140.67,147.42,6.75,47.93,50.23,2.30,48.05,20.84000,25.00000,2,01
010883172C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,12.89,19.64,6.75,4.39,6.69,2.30,6.40,1.91000,25.00000,2,01
010883239C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,83.44,90.19,6.75,28.42,30.72,2.30,12.36,12.36,25.00000,2,01
010883244C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.03,19.78,6.75,4.44,6.74,2.30,6.45,1.93000,25.00000,2,01
010883245C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,279.39,286.14,6.75,95.19,97.49,2.30,206.95,206.95,5.00000,1,12
010883246C,1669SR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,220.33,227.08,6.75,75.07,77.37,2.30,163.20,163.20,5.00000,1,12
010883533C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,101.45,108.20,6.75,34.57,36.87,2.30,15.03,15.03,25.00000,2,01
010883563C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,31.46,38.21,6.75,10.72,13.02,2.30,19.42,19.42,6.00000,2,01
010883564C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,51.71,58.46,6.75,17.62,19.92,2.30,19.05,7.66000,25.00000,2,01
010883567C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,50.63,57.38,6.75,17.25,19.55,2.30,7.50,7.50,25.00000,2,01
010883731C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2131.75,2138.50,6.75,726.37,728.67,2.30,179.44,179.44,44.00000,1,12
010884052C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,293.23,299.98,6.75,99.91,102.21,2.30,217.20,217.20,5.00000,1,12
010884969C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,15.41,22.16,6.75,5.25,7.55,2.30,41.09,2.28320,25.00000,1,06
010885383C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,627.20,633.95,6.75,213.72,216.02,2.30,206.62,66.37000,35.00000,2,01
010885441C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,85.93,92.68,6.75,29.28,31.58,2.30,343.25,12.73000,25.00000,1,12
010885442C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,381.64,388.39,6.75,130.04,132.34,2.30,56.54,56.54,25.00000,2,01
010886099C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,948.24,954.99,6.75,323.11,325.41,2.30,1666.17,35.12000,100.00000,1,03
010886528C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,24.16,30.91,6.75,8.23,10.53,2.30,114.50,3.58000,25.00000,1,12
010886805C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,634.45,641.20,6.75,216.17,218.47,2.30,313.30,313.30,7.50000,1,12
010886812C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3388.50,3395.25,6.75,1154.59,1156.89,2.30,502.00,502.00,25.00000,1,12
010886851C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2522.81,2529.56,6.75,859.62,861.92,2.30,373.75,373.75,25.00000,1,12
010887617C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,55.82,62.57,6.75,19.02,21.32,2.30,231.75,8.26880,25.00000,1,12
010887770C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,575.98,582.73,6.75,196.26,198.56,2.30,189.93,85.33000,25.00000,2,01
010887780C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,0.00,6.75,6.75,0.00,2.30,2.30,.00,.00,3.00000,1,12
010887923C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,112.74,119.49,6.75,38.40,40.70,2.30,16.70,16.70,25.00000,2,01
010887925C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,75.00,81.75,6.75,25.55,27.85,2.30,11.11,11.11,25.00000,2,01
010887927C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,21.60,28.35,6.75,7.36,9.66,2.30,9.66,3.20000,25.00000,1,01
010887929C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,28.49,35.24,6.75,9.70,12.00,2.30,12.01,4.22000,25.00000,1,01
010888232C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,279.39,286.14,6.75,95.19,97.49,2.30,206.95,206.95,5.00000,1,12
010888312C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,72.50,79.25,6.75,24.70,27.00,2.30,25.83,10.74000,25.00000,2,01
010888313C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,393.93,400.68,6.75,134.23,136.53,2.30,130.59,14.59000,100.00000,2,01
010888338C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,41.68,48.43,6.75,14.20,16.50,2.30,179.35,30.87000,5.00000,1,12
010888339C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,69.08,75.83,6.75,23.54,25.84,2.30,75.83,9.84000,26.00000,1,03
010888649C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,292.38,299.13,6.75,99.60,101.90,2.30,43.31,43.31,25.00000,1,06
010888941C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,305.34,312.09,6.75,104.01,106.31,2.30,45.23,45.23,25.00000,1,03
010889177C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1457.39,1464.14,6.75,496.59,498.89,2.30,215.91,215.91,25.00000,1,06
010889364C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,103.79,110.54,6.75,35.36,37.66,2.30,409.40,38.44000,10.00000,1,12
010889439C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3756.51,3763.26,6.75,1279.98,1282.28,2.30,278.26,278.26,50.00000,1,06
010889547C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,266.22,272.97,6.75,90.71,93.01,2.30,88.97,39.44000,25.00000,2,01
010889785C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3894.75,3901.50,6.75,1327.09,1329.39,2.30,577.00,577.00,25.00000,1,12
010890614C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,127.17,133.92,6.75,43.33,45.63,2.30,43.65,18.84000,25.00000,2,01
010890622C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,64.72,71.47,6.75,22.05,24.35,2.30,23.97,23.97,10.00000,2,01
010890627C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,10.19,16.94,6.75,3.47,5.77,2.30,15.10,15.10,2.50000,2,01
010891074C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,22540.88,22547.63,6.75,7680.51,7682.81,2.30,1449.71,1449.71,57.58719,1,12
010891075C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,130.56,137.31,6.75,44.48,46.78,2.30,44.75,9.67000,50.00000,2,01
010891079C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,162.77,169.52,6.75,55.46,57.76,2.30,200.95,200.95,3.00000,1,12
010891087C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,4109.06,4115.81,6.75,1400.11,1402.41,2.30,608.75,608.75,25.00000,1,12
010891307C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,73.86,80.61,6.75,25.17,27.47,2.30,24.87,24.87,11.00000,2,01
010891309C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2926.12,2932.88,6.76,997.04,999.34,2.30,433.50,433.50,25.00000,1,12
010891328C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2926.12,2932.88,6.76,997.04,999.34,2.30,433.50,433.50,25.00000,1,12
010891993C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,269.26,276.01,6.75,91.72,94.02,2.30,28.49,28.49,35.00000,1,03
010892016C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,191.84,198.59,6.75,65.36,67.66,2.30,142.10,142.10,5.00000,1,12
010892327C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,78.87,85.62,6.75,26.87,29.17,2.30,27.90,29.21000,10.00000,2,01
010892685C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,748.26,755.01,6.75,254.90,257.20,2.30,110.84,110.84,25.00000,1,03
010892688C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,67.44,74.19,6.75,22.97,25.27,2.30,9.99,9.99,25.00000,2,01
010892689C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,62.38,69.13,6.75,21.25,23.55,2.30,9.24,9.24,25.00000,2,01
010892690C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,72.50,79.25,6.75,24.70,27.00,2.30,10.74,10.74,25.00000,2,01
010892691C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,103.89,110.65,6.76,35.39,37.69,2.30,15.39,15.39,25.00000,1,01
010892693C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,138.80,145.55,6.75,47.28,49.58,2.30,25.70,25.70,20.00000,2,01
010892695C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,60.35,67.10,6.75,20.56,22.86,2.30,21.87,8.94000,25.00000,2,01
010892696C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,60.69,67.44,6.75,20.67,22.97,2.30,8.99,8.99,25.00000,1,01
010893115C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,28998.00,29004.75,6.75,9880.69,9882.99,2.30,1074.00,1074.00,100.00000,1,12
010893160C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,27.20,33.95,6.75,9.27,11.57,2.30,125.75,4.03000,25.00000,1,12
010893386C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,28.42,35.17,6.75,9.68,11.98,2.30,21.05,21.05,5.00000,2,01
010893908C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,28.42,35.17,6.75,9.68,11.98,2.30,21.05,21.05,5.00000,2,01
010893949C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,36.07,42.82,6.75,12.29,14.59,2.30,26.72,26.72,5.00000,2,01
010893950C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,503.30,510.05,6.75,171.49,173.79,2.30,266.29,266.29,7.00000,1,12
010894743C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,152.70,159.45,6.75,52.02,54.32,2.30,51.96,11.31000,50.00000,2,01
010894939C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,259.64,266.39,6.75,88.45,90.75,2.30,38.46,38.46,25.00000,1,06
010894941C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,302.17,308.92,6.75,102.93,105.23,2.30,44.76,44.76,25.00000,1,06
010894951C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,100.65,107.40,6.75,34.29,36.59,2.30,74.55,74.55,5.00000,1,03
010895253C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,23.45,30.20,6.75,7.99,10.29,2.30,17.37,17.37,5.00000,2,01
010895675C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,448.00,454.75,6.75,152.65,154.95,2.30,148.21,66.37000,25.00000,2,01
010895689C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,39.52,46.27,6.75,13.47,15.77,2.30,171.38,23.42080,6.25000,1,12
010895934C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,67.44,74.19,6.75,22.97,25.27,2.30,9.99,9.99,25.00000,2,01
010895935C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.16,19.91,6.75,4.48,6.78,2.30,6.49,1.95000,25.00000,2,01
010895936C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.64,20.39,6.75,4.65,6.95,2.30,6.64,2.02000,25.00000,2,01
010895937C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,541.55,548.30,6.75,184.53,186.83,2.30,178.71,80.23000,25.00000,2,01
010895938C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,33.08,39.83,6.75,11.27,13.57,2.30,12.98,4.90000,25.00000,2,01
010896144C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,16.88,23.63,6.75,5.75,8.05,2.30,12.50,12.50,5.00000,2,01
010896854C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,80.06,86.82,6.76,27.27,29.57,2.30,11.86,11.86,25.00000,2,01
010896866C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,28.42,35.17,6.75,9.68,11.98,2.30,21.05,21.05,5.00000,2,01
010896915C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,87.17,93.92,6.75,29.70,32.00,2.30,64.57,64.57,5.00000,1,03
010896924C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,83.07,89.82,6.75,28.30,30.60,2.30,61.53,61.53,5.00000,2,03
010896931C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,613.38,620.13,6.75,208.95,211.25,2.30,84.13,84.13,27.00000,1,12
010896932C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,591.73,598.48,6.75,201.57,203.87,2.30,81.16,81.16,27.00000,1,12
010897295C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,272.50,279.25,6.75,92.85,95.15,2.30,40.37,40.37,25.00000,2,01
010897517C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,170.24,176.99,6.75,58.01,60.31,2.30,176.99,12.61000,50.00000,1,03
010897521C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,856.19,862.94,6.75,291.72,294.02,2.30,317.10,317.10,10.00000,1,12
010897662C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,23.97,30.72,6.75,8.16,10.46,2.30,10.01,3.55000,25.00000,2,01
010897663C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,12.15,18.90,6.75,4.14,6.44,2.30,6.16,1.80000,25.00000,2,01
010897664C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,59.27,66.02,6.75,20.19,22.49,2.30,21.52,4.39000,50.00000,2,01
010898471C,1659SR,25.00,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008,17.67,24.42,6.75,5.76,7.96,2.20,13.09,13.09,5.00000,2,01
010898542C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,47.32,54.07,6.75,16.12,18.42,2.30,200.26,29.21000,6.00000,1,12
010898692C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,39.43,46.18,6.75,13.44,15.74,2.30,171.05,29.21000,5.00000,1,12
010899163C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,139.86,146.61,6.75,47.66,49.96,2.30,49.96,20.72000,25.00000,1,01
010899709C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,12.76,19.51,6.75,4.35,6.65,2.30,6.36,1.89000,25.00000,2,01
010899715C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,44.08,50.83,6.75,15.02,17.32,2.30,6.53,6.53,25.00000,2,01
010899716C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,43.21,49.96,6.75,14.72,17.02,2.30,6.40,6.40,25.00000,2,01
010899717C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,44.83,51.58,6.75,15.27,17.57,2.30,6.64,6.64,25.00000,2,01
010899718C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,44.08,50.83,6.75,15.02,17.32,2.30,6.53,6.53,25.00000,2,01
010899761C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.16,19.91,6.75,4.48,6.78,2.30,6.49,1.95000,25.00000,2,01
010900142C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,67.44,74.19,6.75,22.98,25.28,2.30,35.22,35.22,7.09156,LST,01
010900145C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,28.42,35.17,6.75,9.68,11.98,2.30,25.06,25.06,4.20000,2,01
010900155C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,266.56,273.31,6.75,90.83,93.13,2.30,39.49,39.49,25.00000,2,01
010900355C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,90.12,96.87,6.75,30.70,33.00,2.30,13.35,13.35,25.00000,2,01
010900512C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,28.49,35.24,6.75,9.70,12.00,2.30,11.48,4.22000,25.00000,2,01
010900517C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,253.80,260.55,6.75,86.48,88.78,2.30,37.60,37.60,25.00000,2,01
010900519C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,372.39,379.14,6.75,126.88,129.18,2.30,202.82,202.82,6.80000,1,12
010900529C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,74.72,81.47,6.75,25.46,27.76,2.30,11.07,11.07,25.00000,2,01
010900530C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,66.96,73.71,6.75,22.82,25.12,2.30,9.92,9.92,25.00000,2,01
010900620C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,390.90,397.65,6.75,133.19,135.49,2.30,289.55,289.55,5.00000,1,12
010900623C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,192.71,199.46,6.75,65.67,67.97,2.30,199.46,28.55000,25.00000,1,03
010900971C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,67.43,74.18,6.75,22.98,25.28,2.30,9.99,9.99,25.00000,2,01
010900975C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,94.16,100.91,6.75,32.08,34.38,2.30,32.89,13.95000,25.00000,2,01
010901657C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,12.29,19.04,6.75,4.19,6.49,2.30,19.04,1.82000,25.00000,1,03
010901775C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,186.91,193.66,6.75,63.69,65.99,2.30,63.12,27.69000,25.00000,2,01
010901787C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,699.86,706.61,6.75,238.46,240.76,2.30,259.20,259.20,10.00000,1,12
010901832C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,704.16,710.91,6.75,239.93,242.23,2.30,52.16,52.16,50.00000,1,01
010901833C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,186.13,192.88,6.75,63.42,65.72,2.30,714.40,34.46800,20.00000,1,12
010902761C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,71.93,78.68,6.75,24.51,26.81,2.30,53.28,53.28,5.00000,2,03
010902903C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,384.12,390.87,6.75,130.85,133.15,2.30,56.90,56.90,25.00000,1,03
