MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
011197461C,1L1095,6,1,381.50,35.00,190.75,190.7500,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197462C,1L1095,1,1,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197560C,1L1095,1,2,468.00,35.00,39.00,468.0000,-429.0000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197646C,1L1095,1,2,191.30,35.00,15.94,191.3000,-175.3600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197712C,1L1095,1,2,184.40,35.00,15.37,184.4000,-169.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197713C,1L1095,1,2,96.90,35.00,8.07,96.9000,-88.8300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197714C,1L1095,1,2,87.30,35.00,7.27,87.3000,-80.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197716C,1L1095,1,2,90.40,35.00,7.53,90.4000,-82.8700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197810C,1L10SR,1,2,475.60,35.00,39.63,475.6000,-435.9700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011197815C,1L10SR,1,2,1005.25,35.00,83.77,1005.2500,-921.4800,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011197938C,1L1095,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197939C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198043C,1L1095,6,1,333.75,35.00,166.88,166.8750,0.0050,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198051C,1L10SR,12,1,293.20,35.00,293.20,24.4332,268.7668,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011198073C,5L0110,1,2,1176.00,50.00,103.49,1176.0000,-1072.5100,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011198207C,1L10SR,1,2,291.40,35.00,24.28,291.4000,-267.1200,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011198305C,1L1095,1,1,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198306C,1L1095,1,1,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198446C,1L1095,3,1,119.40,35.00,29.85,29.8542,-0.0042,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198494C,5L0110,1,2,2214.00,50.00,194.83,2214.0000,-2019.1700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011198584C,1L1095,3,1,183.83,35.00,45.96,45.9639,-0.0039,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198680C,1L1095,1,2,941.85,35.00,78.48,941.8500,-863.3700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198765C,1L1095,1,2,923.00,35.00,76.91,923.0000,-846.0900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198766C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198799C,1L10SR,1,2,497.90,35.00,41.49,497.9000,-456.4100,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011198807C,1L1095,6,1,125.75,35.00,62.88,62.8750,0.0050,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198846C,1L1095,1,2,1067.50,35.00,88.95,1067.5000,-978.5500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198871C,1L1095,3,1,304.80,35.00,76.20,76.2107,-0.0107,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198877C,1L1095,12,1,133.55,35.00,133.55,11.1244,122.4256,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011198997C,1L1095,6,1,357.95,35.00,178.98,178.9750,0.0050,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199099C,5L0110,1,2,302.00,50.00,26.58,302.0000,-275.4200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011199270C,1L1095,1,2,102.50,35.00,8.54,102.5000,-93.9600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199328C,1L1095,1,2,146.10,35.00,12.18,146.1000,-133.9200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199349C,1L1095,1,2,532.00,35.00,44.33,532.0000,-487.6700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199350C,1L1095,1,2,567.00,35.00,47.24,567.0000,-519.7600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199382C,1L1095,12,1,140.75,35.00,140.75,11.7242,129.0258,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199383C,1L1095,1,2,1410.00,35.00,117.50,1410.0000,-1292.5000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199398C,1L1095,1,2,463.75,35.00,38.64,463.7500,-425.1100,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199493C,1L1095,1,2,125.75,35.00,10.48,125.7500,-115.2700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199494C,1L1095,1,2,125.75,35.00,10.48,125.7500,-115.2700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199549C,1L1095,12,1,102.25,35.00,102.25,8.5172,93.7328,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199570C,1L1095,1,1,1335.00,35.00,111.25,1335.0000,-1223.7500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199685C,1L1095,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199697C,1L1095,1,2,157.50,35.00,13.12,157.5000,-144.3800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199737C,1L10SR,1,2,277.28,35.00,23.11,277.2800,-254.1700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011199782C,1L1095,3,1,115.70,35.00,28.93,28.9290,0.0010,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011199908C,1L1095,1,1,223.00,35.00,18.58,223.0000,-204.4200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200046C,5L0110,3,1,554.00,50.00,149.58,149.5767,0.0033,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011200092C,1L1095,1,2,1044.00,35.00,87.00,1044.0000,-957.0000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200210C,1L1095,12,1,202.50,35.00,202.50,16.8678,185.6322,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200276C,1L1095,3,2,178.00,35.00,44.50,44.5062,-0.0062,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200338C,1L1095,1,2,110.50,35.00,9.21,110.5000,-101.2900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200360C,1L1095,1,2,308.00,35.00,25.67,308.0000,-282.3300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200456C,1L1095,1,2,104.94,35.00,8.74,104.9400,-96.2000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200570C,1L1095,1,2,768.00,35.00,64.00,768.0000,-704.0000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200673C,1L1095,12,1,102.25,35.00,102.25,8.5172,93.7328,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011200691C,1L10SR,1,2,369.20,35.00,30.77,369.2000,-338.4300,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011200872C,1L1095,1,1,690.80,35.00,57.56,690.8000,-633.2400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011201227C,1L1095,3,1,87.30,35.00,21.83,21.8281,0.0019,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011201237C,5L0110,1,2,945.13,50.00,83.17,945.1300,-861.9600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011201280C,1L10SR,1,2,300.40,35.00,25.03,300.4000,-275.3700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011201331C,1L1095,12,1,1267.00,35.00,1267.00,105.5386,1161.4614,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011201332C,1L1095,6,1,698.50,35.00,349.25,349.2500,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011201406C,1L1095,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011201620C,5L0110,3,1,198.50,50.00,53.60,53.5938,0.0062,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011201622C,1L1095,1,2,698.50,35.00,58.21,698.5000,-640.2900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011202039C,1L10SR,1,1,394.60,35.00,32.88,394.6000,-361.7200,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011203015C,1L1095,1,2,897.00,35.00,74.75,897.0000,-822.2500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203193C,1L1095,12,1,333.00,35.00,333.00,27.7382,305.2618,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203228C,5L0110,1,2,599.50,50.00,52.76,599.5000,-546.7400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011203335C,1L10SR,12,1,497.90,35.00,497.90,41.4915,456.4085,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011203426C,1L10SR,1,2,427.60,35.00,35.63,427.6000,-391.9700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011203455C,1L1095,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203456C,1L1095,1,2,190.00,35.00,15.83,190.0000,-174.1700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203457C,1L1095,1,2,353.60,35.00,29.47,353.6000,-324.1300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203458C,1L1095,1,2,93.60,35.00,7.80,93.6000,-85.8000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203535C,1L1095,1,2,174.00,35.00,14.50,174.0000,-159.5000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203772C,1L1095,1,2,1083.00,35.00,90.25,1083.0000,-992.7500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203803C,1L1095,12,1,231.00,35.00,231.00,19.2418,211.7582,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203804C,1L1095,12,1,231.00,35.00,231.00,19.2418,211.7582,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203868C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011203871C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204021C,1L10SR,1,2,279.10,35.00,23.26,279.1000,-255.8400,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011204044C,1L1095,1,2,142.25,35.00,11.85,142.2500,-130.4000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204058C,5L0110,1,2,140.00,50.00,12.32,140.0000,-127.6800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011204059C,1L1095,1,2,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204060C,1L1095,1,2,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204061C,1L1095,3,1,273.40,35.00,68.35,68.3596,-0.0096,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204257C,1L1095,1,2,1232.00,35.00,102.66,1232.0000,-1129.3400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204293C,1L1095,1,2,202.50,35.00,16.87,202.5000,-185.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204543C,1L10SR,1,2,786.50,35.00,65.54,786.5000,-720.9600,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011204810C,1L1095,1,2,130.90,35.00,10.91,130.9000,-119.9900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204865C,1L1095,12,1,231.00,35.00,231.00,19.2418,211.7582,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011204866C,1L1095,12,1,231.00,35.00,231.00,19.2418,211.7582,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011205111C,1L1095,1,2,843.03,35.00,70.25,843.0300,-772.7800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011205240C,1L10SR,1,1,323.40,35.00,26.95,323.4000,-296.4500,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011205441C,1L1095,1,1,489.77,35.00,40.81,489.7700,-448.9600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011205839C,1L1095,1,2,239.50,35.00,19.96,239.5000,-219.5400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011206100C,1L1095,3,1,444.25,35.00,111.06,111.0780,-0.0180,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011206224C,5L0110,1,2,2472.00,50.00,217.54,2472.0000,-2254.4600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011206506C,1L10SR,12,1,291.40,35.00,291.40,24.2832,267.1168,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011206953C,1L1095,3,1,101.20,35.00,25.30,25.3035,-0.0035,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207045C,1L10OD,1,2,134.00,35.00,11.17,134.0000,-122.8300,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011207112C,1L1095,1,1,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207114C,1L1095,1,1,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207115C,1L1095,1,1,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207116C,1L1095,1,1,87.30,35.00,7.27,87.3000,-80.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207117C,1L1095,1,1,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207224C,1L1095,3,1,126.30,35.00,31.58,31.5794,0.0006,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207250C,1L1095,1,2,157.50,35.00,13.12,157.5000,-144.3800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207251C,1L1095,1,2,203.25,35.00,16.93,203.2500,-186.3200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207360C,1L1095,1,2,143.00,35.00,11.91,143.0000,-131.0900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207563C,1L14SC,3,1,735.00,36.00,183.75,183.7500,0.0000,Y,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011207685C,1L1095,1,2,119.94,35.00,9.99,119.9400,-109.9500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011207748C,5L0110,12,1,1011.50,50.00,1011.50,93.0570,918.4430,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011208031C,1L1095,1,2,147.35,35.00,12.27,147.3500,-135.0800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208032C,5L0110,1,2,478.00,50.00,42.06,478.0000,-435.9400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011208037C,1L1095,12,1,136.25,35.00,136.25,11.3494,124.9006,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208194C,1L14SC,3,1,299.40,36.00,74.85,74.8500,0.0000,Y,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011208260C,1L1095,12,1,102.25,35.00,102.25,8.5172,93.7328,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208332C,1L1095,1,1,103.30,35.00,8.61,103.3000,-94.6900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208333C,1L1095,1,1,322.50,35.00,26.87,322.5000,-295.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208334C,1L1095,1,1,503.00,35.00,41.91,503.0000,-461.0900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208428C,1L1095,1,LST,87.30,35.00,7.27,87.3000,-80.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208430C,1L1095,1,LST,87.30,35.00,7.27,87.3000,-80.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208639C,1L1095,6,1,125.75,35.00,62.88,62.8750,0.0050,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011208904C,1L1095,1,2,129.38,35.00,10.78,129.3800,-118.6000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011209068C,1L14SC,1,2,588.60,36.00,49.05,588.6000,-539.5500,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011209097C,1L1095,1,1,104.94,35.00,8.74,104.9400,-96.2000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011209098C,1L1095,1,1,129.38,35.00,10.78,129.3800,-118.6000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011209898C,1L14SC,1,2,1320.00,36.00,110.00,1320.0000,-1210.0000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011209917C,1L1095,1,2,246.00,35.00,20.50,246.0000,-225.5000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011210057C,1L1095,1,2,125.75,35.00,10.48,125.7500,-115.2700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011210058C,1L1095,1,2,125.75,35.00,10.48,125.7500,-115.2700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011210611C,1L1095,3,2,277.26,35.00,69.32,69.3247,-0.0047,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011210768C,1L10OD,1,2,204.00,35.00,16.99,204.0000,-187.0100,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011210769C,1L10OD,1,2,157.50,35.00,13.12,157.5000,-144.3800,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011210918C,1L1095,3,1,170.01,35.00,42.50,42.5085,-0.0085,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011210919C,1L1095,3,1,125.75,35.00,31.44,31.4419,-0.0019,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211045C,1L1095,3,1,323.50,35.00,80.88,80.8863,-0.0063,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211133C,1L1095,1,1,98.60,35.00,8.22,98.6000,-90.3800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211134C,1L1095,1,1,114.40,35.00,9.53,114.4000,-104.8700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211324C,1L1095,12,1,142.50,35.00,142.50,11.8700,130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211325C,1L1095,12,1,142.50,35.00,142.50,11.8700,130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211326C,1L14SC,1,2,1410.00,36.00,117.50,1410.0000,-1292.5000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011211825C,1L1095,1,2,191.30,35.00,15.94,191.3000,-175.3600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011211826C,1L1095,1,2,141.70,35.00,11.81,141.7000,-129.8900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011212034C,1L14SC,1,2,642.00,36.00,53.50,642.0000,-588.5000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011212151C,1L14SC,12,1,834.00,36.00,834.00,69.4997,764.5003,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011212338C,1L1095,12,2,142.50,35.00,142.50,11.8700,130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011212339C,1L1095,12,1,94.60,35.00,94.60,7.8800,86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011212725C,1L1095,1,2,129.38,35.00,10.78,129.3800,-118.6000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011212754C,1L14SC,1,2,756.00,36.00,63.00,756.0000,-693.0000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011213043C,1L1095,3,1,6796.75,35.00,1699.19,1699.4254,-0.2354,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011213201C,1L1095,1,1,157.50,35.00,13.12,157.5000,-144.3800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011213238C,1L14SC,1,2,610.20,36.00,50.85,610.2000,-559.3500,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011213263C,1L1095,1,1,94.60,35.00,7.88,94.6000,-86.7200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011213264C,1L15GD,1,1,518.40,36.00,43.20,518.4000,-475.2000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011213363C,1L1095,3,1,142.50,35.00,35.63,35.6300,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011213461C,1L1095,3,1,322.25,35.00,80.56,80.5738,-0.0138,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011213537C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011214044C,1L1095,12,1,87.30,35.00,87.30,7.2719,80.0281,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011214116C,1L1095,1,2,209.00,35.00,17.42,209.0000,-191.5800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011214229C,1L14SC,1,2,930.00,36.00,77.50,930.0000,-852.5000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011214314C,1L14SC,1,2,460.80,36.00,38.40,460.8000,-422.4000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011214478C,1L1095,3,1,130.70,35.00,32.68,32.6796,0.0004,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011214731C,1L14SC,1,1,595.44,36.00,49.62,595.4400,-545.8200,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011215024C,1L1095,1,2,3571.00,35.00,297.57,3571.0000,-3273.4300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011215080C,1L1095,1,1,102.25,35.00,8.52,102.2500,-93.7300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011215361C,1L1095,6,1,98.60,35.00,49.30,49.3000,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011215362C,1L1095,3,1,125.75,35.00,31.44,31.4419,-0.0019,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011215363C,1L14SC,1,2,1404.00,36.00,117.00,1404.0000,-1287.0000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011215543C,1L14SC,3,1,699.00,36.00,174.75,174.7500,0.0000,Y,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
011215550C,1L14SC,1,2,636.00,36.00,53.00,636.0000,-583.0000,N,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000
