mpolicy,mphase,claimnum,family,lifecycle,before_claimstat,after_claimstat,reason,has_payment,mpaid,pddate,origsttus
010764121C,0,PS-010764121-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20231002,22
010764319C,0,PS-010764319-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20180917,22
010764319C,0,PS-010764319-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20190916,22
010764319C,0,PS-010764319-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20200915,22
010764319C,0,PS-010764319-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20210915,22
010764319C,0,PS-010764319-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20220915,22
010764319C,0,PS-010764319-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20230915,22
010764319C,0,PS-010764319-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20240916,22
010764319C,0,PS-010764319-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20250915,22
010764368C,0,PS-010764368-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20181001,22
010764368C,0,PS-010764368-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20191001,22
010764368C,0,PS-010764368-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20201001,22
010764368C,0,PS-010764368-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20211001,22
010764368C,0,PS-010764368-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20221003,22
010764368C,0,PS-010764368-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20231002,22
010764368C,0,PS-010764368-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20241001,22
010764368C,0,PS-010764368-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,609.40,20251001,22
010764369C,0,PS-010764369-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20181001,22
010764369C,0,PS-010764369-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20191001,22
010764369C,0,PS-010764369-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20201001,22
010764369C,0,PS-010764369-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20211001,22
010764369C,0,PS-010764369-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20221003,22
010764369C,0,PS-010764369-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20231002,22
010764369C,0,PS-010764369-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20241001,22
010764369C,0,PS-010764369-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,350.20,20251001,22
010764374C,0,PS-010764374-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20181001,22
010764374C,0,PS-010764374-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20191001,22
010764385C,0,PS-010764385-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,256.53,20181001,22
010764385C,0,PS-010764385-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,256.53,20191001,22
010764385C,0,PS-010764385-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,256.53,20201001,22
010764400C,0,PS-010764400-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,266.29,20181001,22
010764684C,0,PS-010764684-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20180919,22
010764684C,0,PS-010764684-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20190919,22
010764684C,0,PS-010764684-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20200921,22
010764684C,0,PS-010764684-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20210920,22
010764684C,0,PS-010764684-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20220919,22
010764684C,0,PS-010764684-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20230919,22
010764684C,0,PS-010764684-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20240919,22
010764684C,0,PS-010764684-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20250919,22
010764810C,0,PS-010764810-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20180917,22
010764810C,0,PS-010764810-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20190916,22
010764810C,0,PS-010764810-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20200915,22
010764810C,0,PS-010764810-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20210915,22
010764810C,0,PS-010764810-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20220915,22
010764810C,0,PS-010764810-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20230915,22
010764810C,0,PS-010764810-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20240916,22
010764810C,0,PS-010764810-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,169.75,20250915,22
010764812C,0,PS-010764812-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20180917,22
010764812C,0,PS-010764812-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20190916,22
010764812C,0,PS-010764812-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20200915,22
010764812C,0,PS-010764812-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20210915,22
010764812C,0,PS-010764812-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20220915,22
010764812C,0,PS-010764812-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,388.90,20231004,22
010764818C,0,PS-010764818-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20180917,22
010764818C,0,PS-010764818-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20190916,22
010764818C,0,PS-010764818-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20200915,22
010764818C,0,PS-010764818-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20210915,22
010764818C,0,PS-010764818-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20220915,22
010764818C,0,PS-010764818-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20230915,22
010764818C,0,PS-010764818-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20240916,22
010764818C,0,PS-010764818-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,193.25,20250915,22
010764837C,0,PS-010764837-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20181001,22
010764837C,0,PS-010764837-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20191001,22
010764837C,0,PS-010764837-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20201001,22
010764837C,0,PS-010764837-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20211001,22
010764837C,0,PS-010764837-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20221003,22
010764837C,0,PS-010764837-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20231002,22
010764837C,0,PS-010764837-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20241001,22
010764842C,0,PS-010764842-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20181001,22
010764842C,0,PS-010764842-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20191001,22
010765198C,0,PS-010765198-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,492.36,20181001,22
010765318C,0,PS-010765318-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20181015,22
010765318C,0,PS-010765318-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20191015,22
010765318C,0,PS-010765318-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20201015,22
010765318C,0,PS-010765318-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20211015,22
010765318C,0,PS-010765318-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20221017,22
010765318C,0,PS-010765318-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20231016,22
010765318C,0,PS-010765318-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20241015,22
010765318C,0,PS-010765318-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,248.20,20251015,22
010765320C,0,PS-010765320-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20181015,22
010765320C,0,PS-010765320-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20191015,22
010765320C,0,PS-010765320-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20201015,22
010765320C,0,PS-010765320-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20211015,22
010765320C,0,PS-010765320-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20221017,22
010765320C,0,PS-010765320-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20231016,22
010765320C,0,PS-010765320-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20241015,22
010765320C,0,PS-010765320-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.25,20251015,22
010765339C,0,PS-010765339-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20181109,22
010765339C,0,PS-010765339-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20191001,22
010765339C,0,PS-010765339-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20201001,22
010765339C,0,PS-010765339-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20211001,22
010765339C,0,PS-010765339-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20221003,22
010765339C,0,PS-010765339-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20231002,22
010765339C,0,PS-010765339-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20241001,22
010765339C,0,PS-010765339-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,894.25,20251001,22
010766554C,0,PS-010766554-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20181003,22
010766554C,0,PS-010766554-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20191003,22
010766554C,0,PS-010766554-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20201005,22
010766554C,0,PS-010766554-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20211004,22
010766554C,0,PS-010766554-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20221003,22
010766554C,0,PS-010766554-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20231003,22
010766554C,0,PS-010766554-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20241003,22
010766554C,0,PS-010766554-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,279.25,20251003,22
010766898C,0,PS-010766898-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20181101,22
010766898C,0,PS-010766898-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20191101,22
010766898C,0,PS-010766898-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20201102,22
010766898C,0,PS-010766898-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20211101,22
010766898C,0,PS-010766898-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20221101,22
010766898C,0,PS-010766898-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20231101,22
010766898C,0,PS-010766898-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20241101,22
010766898C,0,PS-010766898-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20251103,22
010766910C,0,PS-010766910-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,333.70,20181101,22
010766910C,0,PS-010766910-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,333.70,20191101,22
010766910C,0,PS-010766910-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,333.70,20201102,22
010767172C,0,PS-010767172-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20181011,22
010767172C,0,PS-010767172-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20191011,22
010767172C,0,PS-010767172-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20201012,22
010767172C,0,PS-010767172-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20211011,22
010767172C,0,PS-010767172-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20221011,22
010767172C,0,PS-010767172-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20231011,22
010767172C,0,PS-010767172-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20241011,22
010767172C,0,PS-010767172-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,1024.00,20251013,22
010767770C,0,PS-010767770-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20220719,22
010767770C,0,PS-010767770-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20221011,22
010767770C,0,PS-010767770-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20231011,22
010767770C,0,PS-010767770-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20241011,22
010767770C,0,PS-010767770-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,128.50,20251013,22
010768067C,0,PS-010768067-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20181015,22
010768067C,0,PS-010768067-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20191015,22
010768067C,0,PS-010768067-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20201015,22
010768067C,0,PS-010768067-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20211015,22
010768067C,0,PS-010768067-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20221017,22
010768067C,0,PS-010768067-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20231016,22
010768067C,0,PS-010768067-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20241015,22
010768067C,0,PS-010768067-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20251015,22
010768069C,0,PS-010768069-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20181017,22
010768339C,0,PS-010768339-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.20,20190618,22
010768339C,0,PS-010768339-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.20,20191018,22
010769176C,0,PS-010769176-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,369.70,20181115,22
010769176C,0,PS-010769176-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,369.70,20191115,22
010769176C,0,PS-010769176-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,369.70,20201116,22
010769176C,0,PS-010769176-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,369.70,20211115,22
010769190C,0,PS-010769190-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20180410,22
010769190C,0,PS-010769190-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20181101,22
010769190C,0,PS-010769190-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20191101,22
010769190C,0,PS-010769190-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20201102,22
010769190C,0,PS-010769190-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20211101,22
010769190C,0,PS-010769190-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20221101,22
010769190C,0,PS-010769190-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20231101,22
010769190C,0,PS-010769190-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20241101,22
010769190C,0,PS-010769190-009,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,175.25,20251103,22
010769195C,0,PS-010769195-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20181115,22
010769195C,0,PS-010769195-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20191115,22
010769195C,0,PS-010769195-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20201116,22
010769195C,0,PS-010769195-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20211115,22
010769195C,0,PS-010769195-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20221115,22
010769195C,0,PS-010769195-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20231115,22
010769195C,0,PS-010769195-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20241115,22
010769195C,0,PS-010769195-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,235.78,20251117,22
010769227C,0,PS-010769227-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20181101,22
010769227C,0,PS-010769227-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20191101,22
010769232C,0,PS-010769232-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20181115,22
010769232C,0,PS-010769232-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20191115,22
010769232C,0,PS-010769232-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20201116,22
010769232C,0,PS-010769232-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20211115,22
010769232C,0,PS-010769232-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20221115,22
010769232C,0,PS-010769232-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20231115,22
010769232C,0,PS-010769232-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20241115,22
010769232C,0,PS-010769232-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20251117,22
010770062C,0,PS-010770062-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,317.10,20181116,22
010770062C,0,PS-010770062-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,317.10,20191118,22
010770062C,0,PS-010770062-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,317.10,20201116,22
010770062C,0,PS-010770062-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,317.10,20211116,22
010770844C,0,PS-010770844-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20190709,22
010770844C,0,PS-010770844-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20191115,22
010770844C,0,PS-010770844-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20201116,22
010770844C,0,PS-010770844-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20211115,22
010770844C,0,PS-010770844-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20221115,22
010770844C,0,PS-010770844-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20231115,22
010770844C,0,PS-010770844-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20241115,22
010770844C,0,PS-010770844-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.75,20251117,22
010770865C,0,PS-010770865-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,306.04,20181115,22
010770865C,0,PS-010770865-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,306.04,20191115,22
010770865C,0,PS-010770865-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,306.04,20201116,22
010770865C,0,PS-010770865-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,306.04,20211115,22
010770865C,0,PS-010770865-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,306.04,20221115,22
010771070C,0,PS-010771070-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,272.40,20181113,22
010771070C,0,PS-010771070-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,272.40,20191113,22
010771070C,0,PS-010771070-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,272.40,20201113,22
010771070C,0,PS-010771070-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,272.40,20211115,22
010771532C,0,PS-010771532-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20181203,22
010771532C,0,PS-010771532-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20191202,22
010771532C,0,PS-010771532-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20201201,22
010771532C,0,PS-010771532-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20211201,22
010771532C,0,PS-010771532-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20221201,22
010771532C,0,PS-010771532-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20231201,22
010771532C,0,PS-010771532-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20241202,22
010771532C,0,PS-010771532-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20251201,22
010771832C,0,PS-010771832-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20181115,22
010771832C,0,PS-010771832-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20191115,22
010771832C,0,PS-010771832-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20201116,22
010771832C,0,PS-010771832-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20211115,22
010771832C,0,PS-010771832-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20221115,22
010771832C,0,PS-010771832-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20231115,22
010771832C,0,PS-010771832-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20241115,22
010771832C,0,PS-010771832-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,343.25,20251117,22
010771833C,0,PS-010771833-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20181115,22
010771833C,0,PS-010771833-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20191115,22
010771833C,0,PS-010771833-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20201116,22
010771833C,0,PS-010771833-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20211115,22
010771833C,0,PS-010771833-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20221115,22
