SOURCE_PLAN_CODE,PRODUCT_FAMILY,BASE_OR_RIDER,PROPOSED_SCOPE_STATUS,GROSS_PREMIUM,CASH_VALUE,NET_PREMIUM,RESERVE,DIVIDEND_PUA,LOAN_VALUES,LOAN_INTEREST,COI,EXPENSE,INTEREST_CREDITING,OTHER,EXTENDED_TERM,PAID_UP,MODAL_FACTOR,GUIDELINE_PREMIUM,SETTLEMENT_FACTOR
Q3MS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
QLFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
QLFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
QLMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
QLMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R28,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R28A,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R28G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R29,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R29G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R2G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R68,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R68A,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R68G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R69,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
R69G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RE1,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RE2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RJ,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RS5,Paid-Up / Nonforfeiture,BASE,IN_SCOPE_BASE_PLAN,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW1,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW18,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW28,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW8,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW8A,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW8G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW9,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RW9G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
RWC,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
S28G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
SLP2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
SLP5,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
SLPW,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
SRW,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
SRW2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T10F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T10M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T18F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T18M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T25,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
T28,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
