MPOLICY,LIFEPRO,LP_CODE,TYPE_CODE,SOURCE_FIELD,PAID_UP_TYPE,BEFORE_MNFOPT,PRED_BEFORE,AFTER_MNFOPT,CHANGED,MDIVOPT,MSTATUS
010993014C,9010993014,4,BF,BF,,0,0,2,Y,0,53
010993098C,9010993098,4,BF,BF,,0,0,2,Y,0,22
010993200C,9010993200,0,BA,NF,LE,2,2,2,N,0,44
010993201C,9010993201,0,BA,NF,LE,2,2,2,N,0,54
010993841C,9010993841,4,BF,BF,,0,0,2,Y,0,22
010994236C,9010994236,1,BF,BF,,1,1,1,N,0,53
010994968C,9010994968,1,BF,BF,,1,1,1,N,0,55
010995983C,9010995983,4,BF,BF,,0,0,2,Y,0,22
010995984C,9010995984,4,BF,BF,,0,0,2,Y,0,22
010996389C,9010996389,4,BF,BF,,0,0,2,Y,0,22
010996690C,9010996690,4,BF,BF,,0,0,2,Y,0,22
010996841C,9010996841,4,BF,BF,,0,0,2,Y,0,53
010996983C,9010996983,4,BF,BF,,0,0,2,Y,0,53
010996999C,9010996999,4,BF,BF,,0,0,2,Y,0,55
010997242C,9010997242,1,BF,BF,,1,1,1,N,0,22
010997243C,9010997243,1,BF,BF,,1,1,1,N,0,22
010997600C,9010997600,4,BF,BF,,0,0,2,Y,0,55
010998652C,9010998652,0,BA,NF,LE,2,2,2,N,0,44
010998890C,9010998890,4,BF,BF,,0,0,2,Y,0,22
010999170C,9010999170,0,BA,NF,LE,2,2,2,N,0,54
010999568C,9010999568,1,BF,BF,,1,1,1,N,0,22
010999694C,9010999694,0,BA,NF,LE,2,2,2,N,0,44
011000000C,9011000000,1,BF,BF,,1,1,1,N,0,22
011000026C,9011000026,4,BF,BF,,0,0,2,Y,0,22
011000854C,9011000854,9,BF,BF,PU,0,0,0,N,0,53
011001302C,9011001302,0,BA,NF,LE,2,2,2,N,0,44
011001627C,9011001627,4,BF,BF,RU,3,3,3,N,0,53
011001742C,9011001742,0,BA,NF,LE,2,2,2,N,0,54
011001743C,9011001743,1,BF,BF,,1,1,1,N,0,55
011001744C,9011001744,4,BF,BF,,0,0,2,Y,0,22
011001984C,9011001984,4,BF,BF,,0,0,2,Y,0,53
011001990C,9011001990,9,BF,BF,PU,0,0,0,N,0,41
011002095C,9011002095,4,BF,BF,,0,0,2,Y,0,53
011002254C,9011002254,4,BF,BF,,0,0,2,Y,0,22
011002616C,9011002616,1,BF,BF,,1,1,1,N,0,22
011002664C,9011002664,4,BF,BF,,0,0,2,Y,0,53
011003108C,9011003108,4,BF,BF,,0,0,2,Y,0,55
011003162C,9011003162,1,BF,BF,,1,1,1,N,0,53
011003325C,9011003325,0,BA,NF,LE,2,2,2,N,0,44
011004112C,9011004112,4,BF,BF,,0,0,2,Y,0,22
011004272C,9011004272,4,BF,BF,,0,0,2,Y,0,22
011004587C,9011004587,1,BF,BF,,1,1,1,N,0,53
011005041C,9011005041,0,BA,NF,LE,2,2,2,N,0,44
011005190C,9011005190,1,BF,BF,,1,1,1,N,0,55
011005348C,9011005348,4,BF,BF,,0,0,2,Y,0,53
011005435C,9011005435,4,BF,BF,,0,0,2,Y,0,54
011005635C,9011005635,4,BF,BF,,0,0,2,Y,0,22
011005855C,9011005855,4,BF,BF,,0,0,2,Y,0,53
011005964C,9011005964,0,BA,NF,,0,0,0,N,0,56
011006631C,9011006631,4,BF,BF,,0,0,2,Y,0,22
011006697C,9011006697,1,BF,BF,,1,1,1,N,0,22
011006781C,9011006781,0,BA,NF,LE,2,2,2,N,0,54
011006989C,9011006989,1,BF,BF,,1,1,1,N,0,22
011006990C,9011006990,1,BF,BF,,1,1,1,N,0,22
011007835C,9011007835,4,BF,BF,,0,0,2,Y,0,55
011008137C,9011008137,4,BF,BF,,0,0,2,Y,0,22
011008198C,9011008198,1,BF,BF,,1,1,1,N,0,22
011008665C,9011008665,4,BF,BF,,0,0,2,Y,0,22
011008707C,9011008707,4,BF,BF,,0,0,2,Y,0,22
011008708C,9011008708,4,BF,BF,ET,2,2,2,N,0,57
011010387C,9011010387,1,BF,BF,,1,1,1,N,0,55
011011155C,9011011155,0,BA,NF,LE,2,2,2,N,0,54
011011703C,9011011703,4,BF,BF,,0,0,2,Y,0,22
011012401C,9011012401,1,BF,BF,,1,1,1,N,0,22
011013020C,9011013020,4,BF,BF,,0,0,2,Y,0,22
011013545C,9011013545,4,BF,BF,,0,0,2,Y,0,53
011013645C,9011013645,4,BF,BF,,0,0,2,Y,0,22
011014276C,9011014276,4,BF,BF,,0,0,2,Y,0,53
011014578C,9011014578,4,BF,BF,,0,0,2,Y,0,55
011014579C,9011014579,1,BF,BF,,1,1,1,N,0,22
011014580C,9011014580,1,BF,BF,,1,1,1,N,0,22
011014739C,9011014739,1,BF,BF,,1,1,1,N,0,53
011015419C,9011015419,4,BF,BF,,0,0,2,Y,0,53
011015985C,9011015985,0,BA,NF,LE,2,2,2,N,0,44
011016293C,9011016293,4,BF,BF,,0,0,2,Y,0,55
011016480C,9011016480,4,BF,BF,,0,0,2,Y,0,22
011016527C,9011016527,4,BF,BF,,0,0,2,Y,0,53
011016867C,9011016867,4,BF,BF,RU,3,3,3,N,0,53
011017167C,9011017167,1,BF,BF,RU,3,3,3,N,0,45
011017289C,9011017289,0,BA,NF,LE,2,2,2,N,0,44
011017841C,9011017841,4,BF,BF,,0,0,2,Y,0,53
011018249C,9011018249,0,BA,NF,LE,2,2,2,N,0,44
011018697C,9011018697,0,BA,NF,LE,2,2,2,N,0,90
011018772C,9011018772,4,BF,BF,ET,2,2,2,N,0,55
011018779C,9011018779,9,BF,BF,PU,0,0,0,N,0,55
011019414C,9011019414,4,BF,BF,RU,3,3,3,N,0,53
011019552C,9011019552,4,BF,BF,,0,0,2,Y,0,53
011020938C,9011020938,1,BF,BF,,1,1,1,N,0,22
011022030C,9011022030,4,BF,BF,,0,0,2,Y,0,22
011023481C,9011023481,0,BA,NF,LE,2,2,2,N,0,44
011023549C,9011023549,4,BF,BF,,0,0,2,Y,0,22
011024164C,9011024164,1,BF,BF,,1,1,1,N,0,22
011024459C,9011024459,4,BF,BF,,0,0,2,Y,0,53
011025059C,9011025059,4,BF,BF,,0,0,2,Y,0,22
011025088C,9011025088,4,BF,BF,,0,0,2,Y,0,53
011025405C,9011025405,4,BF,BF,,0,0,2,Y,0,22
011025478C,9011025478,4,BF,BF,,0,0,2,Y,0,57
011025612C,9011025612,4,BF,BF,RU,3,3,3,N,0,53
011026337C,9011026337,4,BF,BF,,0,0,2,Y,0,53
011026547C,9011026547,4,BF,BF,,0,0,2,Y,0,55
011027058C,9011027058,1,BF,BF,,1,1,1,N,0,22
011028990C,9011028990,4,BF,BF,,0,0,2,Y,0,22
011029547C,9011029547,1,BF,BF,,1,1,1,N,0,22
011029696C,9011029696,4,BF,BF,ET,2,2,2,N,0,55
011029895C,9011029895,0,BA,NF,,0,0,0,N,0,54
011030877C,9011030877,4,BF,BF,,0,0,2,Y,0,55
011032090C,9011032090,0,BA,NF,LE,2,2,2,N,0,44
011032672C,9011032672,4,BF,BF,,0,0,2,Y,0,22
011032897C,9011032897,4,BF,BF,,0,0,2,Y,0,22
011032898C,9011032898,4,BF,BF,,0,0,2,Y,0,22
011033048C,9011033048,4,BF,BF,,0,0,2,Y,0,53
011033416C,9011033416,4,BF,BF,,0,0,2,Y,0,53
011033576C,9011033576,4,BF,BF,,0,0,2,Y,0,22
011034306C,9011034306,4,BF,BF,,0,0,2,Y,0,22
011034609C,9011034609,0,BA,NF,LE,2,2,2,N,0,44
011035652C,9011035652,4,BF,BF,,0,0,2,Y,0,55
011035773C,9011035773,4,BF,BF,,0,0,2,Y,0,53
011036041C,9011036041,1,BF,BF,,1,1,1,N,0,22
011036054C,9011036054,4,BF,BF,,0,0,2,Y,0,53
011038065C,9011038065,4,BF,BF,,0,0,2,Y,0,55
011038386C,9011038386,4,BF,BF,,0,0,2,Y,0,57
011038645C,9011038645,4,BF,BF,,0,0,2,Y,0,22
011038778C,9011038778,4,BF,BF,,0,0,2,Y,0,22
011038780C,9011038780,4,BF,BF,,0,0,2,Y,0,22
011038794C,9011038794,1,BF,BF,,1,1,1,N,0,22
011039701C,9011039701,4,BF,BF,,0,0,2,Y,0,53
011039772C,9011039772,1,BF,BF,,1,1,1,N,0,55
011040022C,9011040022,4,BF,BF,,0,0,2,Y,0,53
011040023C,9011040023,4,BF,BF,,0,0,2,Y,0,55
011040294C,9011040294,1,BF,BF,,1,1,1,N,0,22
011040527C,9011040527,1,BF,BF,,1,1,1,N,0,55
011040826C,9011040826,4,BF,BF,,0,0,2,Y,0,53
011041120C,9011041120,1,BF,BF,,1,1,1,N,0,53
011041220C,9011041220,1,BF,BF,,1,1,1,N,0,22
011041375C,9011041375,1,BF,BF,,1,1,1,N,0,22
011041479C,9011041479,4,BF,BF,,0,0,2,Y,0,22
011041480C,9011041480,4,BF,BF,,0,0,2,Y,0,55
011042316C,9011042316,0,BA,NF,,0,0,0,N,0,22
011042317C,9011042317,0,BA,NF,,0,0,0,N,0,56
011042328C,9011042328,0,BA,NF,,0,0,0,N,0,56
011042400C,9011042400,1,BF,BF,ET,2,2,2,N,0,55
011042434C,9011042434,0,BA,NF,,0,0,0,N,0,56
011042491C,9011042491,0,BA,NF,,0,0,0,N,0,56
011042625C,9011042625,1,BF,BF,,1,1,1,N,0,22
011042637C,9011042637,4,BF,BF,,0,0,2,Y,0,53
011042946C,9011042946,4,BF,BF,,0,0,2,Y,0,22
011043749C,9011043749,4,BF,BF,,0,0,2,Y,0,53
011044127C,9011044127,4,BF,BF,,0,0,2,Y,0,22
011044131C,9011044131,4,BF,BF,,0,0,2,Y,0,53
011044132C,9011044132,4,BF,BF,LE,2,2,2,N,0,53
011044395C,9011044395,4,BF,BF,ET,2,2,2,N,0,55
011044907C,9011044907,4,BF,BF,RU,3,3,3,N,0,45
011045128C,9011045128,4,BF,BF,,0,0,2,Y,0,53
011045129C,9011045129,4,BF,BF,,0,0,2,Y,0,53
011045141C,9011045141,1,BF,BF,,1,1,1,N,0,22
011045350C,9011045350,4,BF,BF,,0,0,2,Y,0,22
011045407C,9011045407,9,BF,BF,PU,0,0,0,N,0,53
011045448C,9011045448,4,BF,BF,,0,0,2,Y,0,22
011045583C,9011045583,4,BF,BF,ET,2,2,2,N,0,44
011045618C,9011045618,4,BF,BF,,0,0,2,Y,0,53
011045619C,9011045619,4,BF,BF,,0,0,2,Y,0,22
011045768C,9011045768,1,BF,BF,,1,1,1,N,0,22
011045769C,9011045769,1,BF,BF,,1,1,1,N,0,22
011045847C,9011045847,4,BF,BF,,0,0,2,Y,0,53
011045850C,9011045850,4,BF,BF,,0,0,2,Y,0,22
011046104C,9011046104,4,BF,BF,,0,0,2,Y,0,53
011046268C,9011046268,4,BF,BF,,0,0,2,Y,0,55
011047402C,9011047402,4,BF,BF,,0,0,2,Y,0,53
011047403C,9011047403,4,BF,BF,,0,0,2,Y,0,53
011047600C,9011047600,4,BF,BF,,0,0,2,Y,0,55
011047682C,9011047682,4,BF,BF,,0,0,2,Y,0,22
011047683C,9011047683,4,BF,BF,,0,0,2,Y,0,22
011047684C,9011047684,4,BF,BF,,0,0,2,Y,0,22
011047873C,9011047873,9,BF,BF,PU,0,0,0,N,0,41
011048440C,9011048440,4,BF,BF,,0,0,2,Y,0,55
011048543C,9011048543,4,BF,BF,,0,0,2,Y,0,22
011048882C,9011048882,4,BF,BF,,0,0,2,Y,0,53
011048886C,9011048886,4,BF,BF,,0,0,2,Y,0,53
011049092C,9011049092,4,BF,BF,,0,0,2,Y,0,53
011049319C,9011049319,4,BF,BF,,0,0,2,Y,0,57
011049922C,9011049922,4,BF,BF,,0,0,2,Y,0,53
011050114C,9011050114,4,BF,BF,,0,0,2,Y,0,22
011050653C,9011050653,4,BF,BF,,0,0,2,Y,0,22
011050686C,9011050686,4,BF,BF,,0,0,2,Y,0,53
011050803C,9011050803,1,BF,BF,,1,1,1,N,0,22
011050804C,9011050804,1,BF,BF,,1,1,1,N,0,22
011050972C,9011050972,9,BF,BF,PU,0,0,0,N,0,41
011050973C,9011050973,9,BF,BF,PU,0,0,0,N,0,41
011051051C,9011051051,1,BF,BF,,1,1,1,N,0,22
011051108C,9011051108,4,BF,BF,,0,0,2,Y,0,55
011051323C,9011051323,4,BF,BF,,0,0,2,Y,0,53
011051851C,9011051851,4,BF,BF,,0,0,2,Y,0,55
011052511C,9011052511,4,BF,BF,,0,0,2,Y,0,22
011052512C,9011052512,4,BF,BF,,0,0,2,Y,0,22
011052581C,9011052581,1,BF,BF,,1,1,1,N,0,55
011052719C,9011052719,0,BA,NF,,0,0,0,N,0,54
011052737C,9011052737,4,BF,BF,,0,0,2,Y,0,22
011053076C,9011053076,4,BF,BF,,0,0,2,Y,0,55
011053214C,9011053214,4,BF,BF,,0,0,2,Y,0,53
011053428C,9011053428,1,BF,BF,,1,1,1,N,0,53
011053767C,9011053767,0,BA,NF,,0,0,0,N,0,22
011053882C,9011053882,4,BF,BF,,0,0,2,Y,0,22
011054089C,9011054089,0,BA,NF,LE,2,2,2,N,0,44
011054122C,9011054122,0,BA,NF,,0,0,0,N,0,54
011054196C,9011054196,0,BA,NF,,0,0,0,N,0,22
011054324C,9011054324,4,BF,BF,,0,0,2,Y,0,55
011054606C,9011054606,4,BF,BF,,0,0,2,Y,0,55
011054707C,9011054707,0,BA,NF,,0,0,0,N,0,54
011054839C,9011054839,0,BA,NF,LE,2,2,2,N,0,44
011054840C,9011054840,0,BA,NF,LE,2,2,2,N,0,44
011054841C,9011054841,4,BF,BF,,0,0,2,Y,0,22
011054985C,9011054985,0,BA,NF,,0,0,0,N,0,54
011054986C,9011054986,0,BA,NF,,0,0,0,N,0,53
011054987C,9011054987,4,BF,BF,,0,0,2,Y,0,22
011056407C,9011056407,0,BA,NF,LE,2,2,2,N,0,53
011056748C,9011056748,0,BA,NF,,0,0,0,N,0,54
011056915C,9011056915,1,BF,BF,,1,1,1,N,0,55
011057485C,9011057485,4,BF,BF,,0,0,2,Y,0,57
011057611C,9011057611,4,BF,BF,,0,0,2,Y,0,53
011057654C,9011057654,1,BF,BF,,1,1,1,N,0,53
011057904C,9011057904,1,BF,BF,,1,1,1,N,0,54
011058069C,9011058069,4,BF,BF,,0,0,2,Y,0,53
011058218C,9011058218,9,BF,BF,PU,0,0,0,N,0,41
011058508C,9011058508,4,BF,BF,,0,0,2,Y,0,22
011058905C,9011058905,4,BF,BF,,0,0,2,Y,0,53
011059175C,9011059175,1,BF,BF,,1,1,1,N,0,22
011059202C,9011059202,4,BF,BF,,0,0,2,Y,0,55
011059291C,9011059291,0,BA,NF,,0,0,0,N,0,54
011059421C,9011059421,1,BF,BF,,1,1,1,N,0,55
011059456C,9011059456,4,BF,BF,,0,0,2,Y,0,53
011060427C,9011060427,0,BA,NF,,0,0,0,N,0,22
011060621C,9011060621,4,BF,BF,,0,0,2,Y,0,22
011060625C,9011060625,4,BF,BF,,0,0,2,Y,0,22
011060710C,9011060710,1,BF,BF,,1,1,1,N,0,22
011060901C,9011060901,0,BA,NF,,0,0,0,N,0,22
011061044C,9011061044,0,BA,NF,,0,0,0,N,0,22
011061046C,9011061046,4,BF,BF,,0,0,2,Y,0,22
011061607C,9011061607,4,BF,BF,,0,0,2,Y,0,55
011061723C,9011061723,1,BF,BF,,1,1,1,N,0,22
011061924C,9011061924,1,BF,BF,,1,1,1,N,0,22
011062307C,9011062307,0,BA,NF,,0,0,0,N,0,53
011062606C,9011062606,1,BF,BF,,1,1,1,N,0,22
011062607C,9011062607,1,BF,BF,,1,1,1,N,0,53
011062815C,9011062815,4,BF,BF,,0,0,2,Y,0,53
011063691C,9011063691,4,BF,BF,,0,0,2,Y,0,53
011063727C,9011063727,0,BA,NF,,0,0,0,N,0,22
011064334C,9011064334,1,BF,BF,,1,1,1,N,0,22
011064372C,9011064372,0,BA,NF,,0,0,0,N,0,53
011064373C,9011064373,0,BA,NF,,0,0,0,N,0,22
011064567C,9011064567,4,BF,BF,,0,0,2,Y,0,53
011064568C,9011064568,4,BF,BF,,0,0,2,Y,0,53
011064625C,9011064625,4,BF,BF,,0,0,2,Y,0,22
011064626C,9011064626,0,BA,NF,,0,0,0,N,0,22
011064715C,9011064715,4,BF,BF,,0,0,2,Y,0,22
011064800C,9011064800,0,BA,NF,LE,2,2,2,N,0,44
011064803C,9011064803,0,BA,NF,,0,0,0,N,0,22
011064804C,9011064804,0,BA,NF,,0,0,0,N,0,54
011064816C,9011064816,9,BF,BF,PU,0,0,0,N,0,41
011064956C,9011064956,0,BA,NF,,0,0,0,N,0,22
011064959C,9011064959,4,BF,BF,,0,0,2,Y,0,22
011065175C,9011065175,0,BA,NF,,0,0,0,N,0,54
011065199C,9011065199,4,BF,BF,,0,0,2,Y,0,55
011065352C,9011065352,0,BA,NF,,0,0,0,N,0,54
011065353C,9011065353,0,BA,NF,,0,0,0,N,0,54
011065555C,9011065555,9,BF,BF,PU,0,0,0,N,0,41
011066023C,9011066023,1,BF,BF,,1,1,1,N,0,22
011066175C,9011066175,0,BA,NF,,0,0,0,N,0,22
011066176C,9011066176,0,BA,NF,,0,0,0,N,0,22
011066252C,9011066252,4,BF,BF,,0,0,2,Y,0,53
011066572C,9011066572,4,BF,BF,,0,0,2,Y,0,22
011066632C,9011066632,0,BA,NF,,0,0,0,N,0,22
011067410C,9011067410,4,BF,BF,,0,0,2,Y,0,53
011067441C,9011067441,4,BF,BF,,0,0,2,Y,0,55
011067789C,9011067789,4,BF,BF,,0,0,2,Y,0,55
011067856C,9011067856,4,BF,BF,,0,0,2,Y,0,22
011067906C,9011067906,0,BA,NF,,0,0,0,N,0,22
011068374C,9011068374,0,BA,NF,,0,0,0,N,0,22
011068375C,9011068375,0,BA,NF,,0,0,0,N,0,53
011068614C,9011068614,1,BF,BF,RU,3,3,3,N,0,45
011068615C,9011068615,0,BA,NF,,0,0,0,N,0,22
011068652C,9011068652,4,BF,BF,,0,0,2,Y,0,53
011068750C,9011068750,4,BF,BF,,0,0,2,Y,0,22
011068751C,9011068751,4,BF,BF,,0,0,2,Y,0,22
011068752C,9011068752,0,BA,NF,LE,2,2,2,N,0,54
011068814C,9011068814,0,BA,NF,,0,0,0,N,0,22
011068815C,9011068815,0,BA,NF,,0,0,0,N,0,22
011068856C,9011068856,0,BA,NF,,0,0,0,N,0,22
011069093C,9011069093,4,BF,BF,,0,0,2,Y,0,53
011069253C,9011069253,4,BF,BF,,0,0,2,Y,0,22
011069372C,9011069372,1,BF,BF,,1,1,1,N,0,22
011069610C,9011069610,1,BF,BF,,1,1,1,N,0,22
011069654C,9011069654,9,BF,BF,PU,0,0,0,N,0,41
011069655C,9011069655,4,BF,BF,,0,0,2,Y,0,22
011069977C,9011069977,1,BF,BF,RU,3,3,3,N,0,45
011070359C,9011070359,4,BF,BF,,0,0,2,Y,0,22
011071018C,9011071018,4,BF,BF,,0,0,2,Y,0,22
011071154C,9011071154,0,BA,NF,,0,0,0,N,0,22
011071221C,9011071221,0,BA,NF,,0,0,0,N,0,22
011071480C,9011071480,1,BF,BF,,1,1,1,N,0,22
011072395C,9011072395,0,BA,NF,,0,0,0,N,0,54
011072405C,9011072405,0,BA,NF,,0,0,0,N,0,53
011072639C,9011072639,0,BA,NF,,0,0,0,N,0,22
011072648C,9011072648,0,BA,NF,,0,0,0,N,0,54
011072805C,9011072805,4,BF,BF,,0,0,2,Y,0,53
011072813C,9011072813,4,BF,BF,,0,0,2,Y,0,22
011073077C,9011073077,0,BA,NF,,0,0,0,N,0,22
011073231C,9011073231,4,BF,BF,,0,0,2,Y,0,53
011073327C,9011073327,9,BF,BF,PU,0,0,0,N,0,41
011073328C,9011073328,0,BA,NF,LE,2,2,2,N,0,54
011073652C,9011073652,1,BF,BF,,1,1,1,N,0,55
011073745C,9011073745,0,BA,NF,,0,0,0,N,0,22
011073758C,9011073758,0,BA,NF,,0,0,0,N,0,53
011074105C,9011074105,4,BF,BF,,0,0,2,Y,0,22
011074106C,9011074106,0,BA,NF,,0,0,0,N,0,22
011074190C,9011074190,0,BA,NF,,0,0,0,N,0,54
011074378C,9011074378,4,BF,BF,,0,0,2,Y,0,22
011074703C,9011074703,4,BF,BF,,0,0,2,Y,0,55
011074813C,9011074813,0,BA,NF,,0,0,0,N,0,22
011074898C,9011074898,1,BF,BF,,1,1,1,N,0,55
011074929C,9011074929,4,BF,BF,,0,0,2,Y,0,55
011075203C,9011075203,1,BF,BF,,1,1,1,N,0,53
011075278C,9011075278,1,BF,BF,,1,1,1,N,0,22
011075473C,9011075473,0,BA,NF,,0,0,0,N,0,22
011075595C,9011075595,4,BF,BF,ET,2,2,2,N,0,55
011075596C,9011075596,4,BF,BF,ET,2,2,2,N,0,44
011075754C,9011075754,1,BF,BF,ET,2,2,2,N,0,55
011075863C,9011075863,1,BF,BF,,1,1,1,N,0,22
011076204C,9011076204,0,BA,NF,,0,0,0,N,0,22
011076209C,9011076209,4,BF,BF,,0,0,2,Y,0,55
011076218C,9011076218,0,BA,NF,LE,2,2,2,N,0,54
011076219C,9011076219,0,BA,NF,LE,2,2,2,N,0,54
011076275C,9011076275,0,BA,NF,,0,0,0,N,0,53
011076738C,9011076738,0,BA,NF,,0,0,0,N,0,54
011077008C,9011077008,0,BA,NF,,0,0,0,N,0,22
011077143C,9011077143,0,BA,NF,,0,0,0,N,0,54
011077201C,9011077201,4,BF,BF,,0,0,2,Y,0,53
011077285C,9011077285,1,BF,BF,,1,1,1,N,0,22
011077363C,9011077363,4,BF,BF,,0,0,2,Y,0,53
011077533C,9011077533,4,BF,BF,,0,0,2,Y,0,53
011077629C,9011077629,4,BF,BF,,0,0,2,Y,0,22
011077798C,9011077798,4,BF,BF,,0,0,2,Y,0,53
011078050C,9011078050,4,BF,BF,,0,0,2,Y,0,22
011078051C,9011078051,4,BF,BF,,0,0,2,Y,0,22
011078136C,9011078136,0,BA,NF,,0,0,0,N,0,54
011078137C,9011078137,0,BA,NF,,0,0,0,N,0,22
011078174C,9011078174,1,BF,BF,,1,1,1,N,0,22
011078175C,9011078175,0,BA,NF,,0,0,0,N,0,22
011078262C,9011078262,4,BF,BF,,0,0,2,Y,0,53
011078437C,9011078437,4,BF,BF,,0,0,2,Y,0,53
011078891C,9011078891,1,BF,BF,,1,1,1,N,0,22
011078994C,9011078994,4,BF,BF,,0,0,2,Y,0,53
011079130C,9011079130,4,BF,BF,,0,0,2,Y,0,55
011080169C,9011080169,0,BA,NF,LE,2,2,2,N,0,54
011080170C,9011080170,4,BF,BF,,0,0,2,Y,0,53
011080480C,9011080480,0,BA,NF,,0,0,0,N,0,54
011080481C,9011080481,4,BF,BF,,0,0,2,Y,0,22
011080551C,9011080551,0,BA,NF,,0,0,0,N,0,54
011080553C,9011080553,4,BF,BF,,0,0,2,Y,0,22
011080627C,9011080627,4,BF,BF,,0,0,2,Y,0,53
011080628C,9011080628,4,BF,BF,,0,0,2,Y,0,53
011080719C,9011080719,0,BA,NF,,0,0,0,N,0,22
011080826C,9011080826,9,BF,BF,PU,0,0,0,N,0,41
011080827C,9011080827,9,BF,BF,PU,0,0,0,N,0,41
011080977C,9011080977,0,BA,NF,,0,0,0,N,0,54
011081207C,9011081207,0,BA,NF,LE,2,2,2,N,0,54
011081463C,9011081463,4,BF,BF,,0,0,2,Y,0,22
011081464C,9011081464,4,BF,BF,,0,0,2,Y,0,22
011081465C,9011081465,4,BF,BF,,0,0,2,Y,0,22
011081469C,9011081469,4,BF,BF,,0,0,2,Y,0,53
011081628C,9011081628,0,BA,NF,,0,0,0,N,0,54
011081939C,9011081939,1,BF,BF,,1,1,1,N,0,22
011081966C,9011081966,1,BF,BF,,1,1,1,N,0,55
011081967C,9011081967,1,BF,BF,,1,1,1,N,0,55
011082292C,9011082292,1,BF,BF,,1,1,1,N,0,55
011082331C,9011082331,0,BA,NF,,0,0,0,N,0,54
011082668C,9011082668,1,BF,BF,,1,1,1,N,0,22
011082681C,9011082681,1,BF,BF,,1,1,1,N,0,53
011083028C,9011083028,0,BA,NF,,0,0,0,N,0,53
011083518C,9011083518,0,BA,NF,,0,0,0,N,0,22
011083519C,9011083519,0,BA,NF,,0,0,0,N,0,22
011083619C,9011083619,4,BF,BF,,0,0,2,Y,0,53
011083751C,9011083751,0,BA,NF,,0,0,0,N,0,53
011083791C,9011083791,4,BF,BF,,0,0,2,Y,0,53
011083820C,9011083820,0,BA,NF,,0,0,0,N,0,22
011084240C,9011084240,0,BA,NF,,0,0,0,N,0,22
011084302C,9011084302,0,BA,NF,,0,0,0,N,0,22
011084360C,9011084360,0,BA,NF,,0,0,0,N,0,54
011084364C,9011084364,4,BF,BF,,0,0,2,Y,0,53
011084438C,9011084438,4,BF,BF,,0,0,2,Y,0,55
011084503C,9011084503,4,BF,BF,,0,0,2,Y,0,22
011084516C,9011084516,1,BF,BF,,1,1,1,N,0,22
011085270C,9011085270,0,BA,NF,,0,0,0,N,0,50
011085271C,9011085271,0,BA,NF,,0,0,0,N,0,22
011085375C,9011085375,4,BF,BF,,0,0,2,Y,0,55
011085421C,9011085421,4,BF,BF,,0,0,2,Y,0,22
011085422C,9011085422,4,BF,BF,ET,2,2,2,N,0,55
011085471C,9011085471,0,BA,NF,,0,0,0,N,0,22
011085559C,9011085559,4,BF,BF,,0,0,2,Y,0,22
011085562C,9011085562,9,BF,BF,PU,0,0,0,N,0,53
011085655C,9011085655,4,BF,BF,,0,0,2,Y,0,50
011085737C,9011085737,4,BF,BF,,0,0,2,Y,0,53
011085842C,9011085842,0,BA,NF,,0,0,0,N,0,53
011085980C,9011085980,0,BA,NF,,0,0,0,N,0,54
011085981C,9011085981,0,BA,NF,LE,2,2,2,N,0,54
011085982C,9011085982,0,BA,NF,,0,0,0,N,0,22
011086069C,9011086069,0,BA,NF,,0,0,0,N,0,53
011086178C,9011086178,0,BA,NF,,0,0,0,N,0,53
011086283C,9011086283,0,BA,NF,,0,0,0,N,0,22
011086284C,9011086284,0,BA,NF,,0,0,0,N,0,22
011086447C,9011086447,4,BF,BF,,0,0,2,Y,0,53
011086709C,9011086709,4,BF,BF,,0,0,2,Y,0,53
011086714C,9011086714,9,BF,BF,PU,0,0,0,N,0,41
011086716C,9011086716,9,BF,BF,PU,0,0,0,N,0,41
011086717C,9011086717,9,BF,BF,PU,0,0,0,N,0,41
011086814C,9011086814,4,BF,BF,,0,0,2,Y,0,22
011086965C,9011086965,9,BF,BF,PU,0,0,0,N,0,41
011086978C,9011086978,4,BF,BF,,0,0,2,Y,0,53
011086979C,9011086979,4,BF,BF,,0,0,2,Y,0,54
011087127C,9011087127,1,BF,BF,,1,1,1,N,0,22
011087128C,9011087128,1,BF,BF,,1,1,1,N,0,22
011087227C,9011087227,0,BA,NF,,0,0,0,N,0,53
011087230C,9011087230,4,BF,BF,,0,0,2,Y,0,22
011087325C,9011087325,4,BF,BF,ET,2,2,2,N,0,44
011087652C,9011087652,4,BA,NF,RU,3,3,3,N,0,53
011087968C,9011087968,4,BF,BF,,0,0,2,Y,0,22
011088218C,9011088218,1,BF,BF,,1,1,1,N,0,22
011088221C,9011088221,0,BA,NF,,0,0,0,N,0,22
011088338C,9011088338,4,BA,NF,,0,0,2,Y,0,22
011088512C,9011088512,4,BA,NF,,0,0,2,Y,0,22
011088883C,9011088883,1,BF,BF,,1,1,1,N,0,55
011088934C,9011088934,0,BA,NF,,0,0,0,N,0,54
011088935C,9011088935,0,BA,NF,,0,0,0,N,0,54
011089156C,9011089156,0,BA,NF,LE,2,2,2,N,0,44
011089233C,9011089233,4,BF,BF,,0,0,2,Y,0,55
011089392C,9011089392,4,BA,NF,PU,0,0,0,N,0,53
011089397C,9011089397,1,BF,BF,,1,1,1,N,0,22
