MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
FRN B2 4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
