QLA,MPHASE,MPLAN,MPHSTAT,BENEFIT_TYPE,BENEFIT_SEQ,MODE_PREMIUM,ANN_PREM_PER_UNIT,MPREM_CURRENT
011061723C,1,1659C2,22,BF          ,1,18.52,0.0,18.52
011061924C,1,1659C2,22,BF          ,1,32.8,0.0,32.8
011062815C,1,1659CR,53,BF          ,1,20.06,0.0,20.06
011064334C,1,1658C1,22,BF          ,1,33.44,0.0,33.44
011064567C,1,1659CR,53,BF          ,1,58.64,0.0,58.64
011064568C,1,1659CR,53,BF          ,1,18.21,0.0,18.21
011064625C,1,1659CR,22,BF          ,1,15.78,0.0,15.78
011064715C,1,1659C2,22,BF          ,1,40.57,0.0,40.57
011064816C,1,1668SP,41,BF          ,1,1164.25,0.0,1164.25
011064959C,1,1658C1,22,BF          ,1,55.04,0.0,55.04
011065199C,1,1659CR,55,BF          ,1,24.3,0.0,24.3
011065555C,1,1668SP,41,BF          ,1,1936.9,0.0,1936.9
011066252C,1,1659CR,53,BF          ,1,539.8,0.0,539.8
011066572C,1,1659C2,22,BF          ,1,17.01,0.0,17.01
011067410C,1,1659CR,53,BF          ,1,183.73,0.0,183.73
011067441C,1,1659CR,55,BF          ,1,71.06,0.0,71.06
011067789C,1,1659CR,55,BF          ,1,285.84,0.0,285.84
011067856C,1,1659C2,22,BF          ,1,28.64,0.0,28.64
011068614C,1,1659C2,45,BF          ,1,68.86,0.0,68.86
011068750C,1,1658C1,22,BF          ,1,6.16,0.0,6.16
011068751C,1,1658C1,22,BF          ,1,6.25,0.0,6.25
011069093C,1,1659CR,53,BF          ,1,174.91,0.0,174.91
011069253C,1,1659CR,22,BF          ,1,388.9,0.0,388.9
011069372C,1,1658C1,22,BF          ,1,68.5,0.0,68.5
011069654C,1,1668SP,41,BF          ,1,2204.06,0.0,2204.06
011069655C,1,1659C2,22,BF          ,1,869.0,0.0,869.0
011069977C,1,1659C2,45,BF          ,1,12.72,0.0,12.72
011070359C,1,1659CR,22,BF          ,1,46.18,0.0,46.18
011071018C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
011071480C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
011072805C,1,1659CR,53,BF          ,1,67.74,0.0,67.74
011072813C,1,1659C2,22,BF          ,1,2794.0,0.0,2794.0
011073327C,1,1668SP,41,BF          ,1,1178.75,0.0,1178.75
011073652C,1,1659C2,55,BF          ,1,10.65,0.0,10.65
011074105C,1,1659C2,22,BF          ,1,47.32,0.0,47.32
011074898C,1,1658C1,55,BF          ,1,70.0,0.0,70.0
011075203C,1,1659CR,53,BF          ,1,25.48,0.0,25.48
011075278C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
011075595C,1,1659C2,44,BF          ,1,30.44,0.0,30.44
011075596C,1,1658C1,44,BF          ,1,36.09,0.0,36.09
011076209C,1,1659C2,55,BF          ,1,50.49,0.0,50.49
011077201C,1,1659CR,53,BF          ,1,289.55,0.0,289.55
011077285C,1,1659C2,22,BF          ,1,447.93,0.0,447.93
011077363C,1,1659CR,53,BF          ,1,23.16,0.0,23.16
011077533C,1,1659CR,53,BF          ,1,30.89,0.0,30.89
011077629C,1,1659CR,22,BF          ,1,276.1,0.0,276.1
011077798C,1,1659CR,53,BF          ,1,334.25,0.0,334.25
011078050C,1,1658C1,22,BF          ,1,111.19,0.0,111.19
011078051C,1,1658CS,22,BF          ,1,92.75,0.0,92.75
011078174C,1,1659C2,22,BF          ,1,32.67,0.0,32.67
011078262C,1,1659CR,53,BF          ,1,30.7,0.0,30.7
011078437C,1,1659CR,53,BF          ,1,389.0,0.0,389.0
011078891C,2,9DIS80,22,SU          ,2,0.0,0.0,0.0
011078994C,1,1659CR,53,BF          ,1,81.97,0.0,81.97
011079130C,1,1659C2,55,BF          ,1,121.0,0.0,121.0
011080170C,1,1659CR,53,BF          ,1,48.42,0.0,48.42
011080481C,1,1659C2,22,BF          ,1,217.0,0.0,217.0
011080553C,1,1659CR,22,BF          ,1,42.05,0.0,42.05
011080627C,1,1658C1,53,BF          ,1,41.47,0.0,41.47
011080628C,1,1658C1,53,BF          ,1,27.28,0.0,27.28
011080826C,1,1668SP,41,BF          ,1,1499.97,0.0,1499.97
011080827C,1,1668SP,41,BF          ,1,1387.0,0.0,1387.0
011081464C,1,1658C1,22,BF          ,1,21.48,0.0,21.48
011081465C,1,1658C1,22,BF          ,1,9.86,0.0,9.86
011081469C,1,1659CR,53,BF          ,1,38.75,0.0,38.75
011081939C,1,1659C2,22,BF          ,1,10.65,0.0,10.65
011081966C,1,1659C2,55,BF          ,1,13.06,0.0,13.06
011081967C,1,1659C2,55,BF          ,1,15.62,0.0,15.62
011082292C,1,1659C2,55,BF          ,1,36.41,0.0,36.41
011082668C,1,1658C1,22,BF          ,1,6.64,0.0,6.64
011082681C,1,1659CR,53,BF          ,1,611.5,0.0,611.5
011083619C,1,1659CR,53,BF          ,1,333.7,0.0,333.7
011083791C,1,1659CR,53,BF          ,1,24.3,0.0,24.3
011084364C,1,1659CR,53,BF          ,1,16.17,0.0,16.17
011084438C,1,1659C2,55,BF          ,1,30.65,0.0,30.65
011084503C,1,1659CR,22,BF          ,1,12.5,0.0,12.5
011084516C,1,1659CS,22,BF          ,1,20.45,0.0,20.45
011085375C,1,1659CR,55,BF          ,1,74.55,0.0,74.55
011085422C,1,1659C2,44,BF          ,1,115.75,0.0,115.75
011085559C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
011085562C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
011085655C,1,1659CR,22,BF          ,1,23.16,0.0,23.16
011085737C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
011086447C,1,1659CR,53,BF          ,1,159.39,0.0,159.39
011086709C,1,1659CR,53,BF          ,1,303.6,0.0,303.6
011086714C,1,1668SP,41,BF          ,1,1205.1,0.0,1205.1
011086716C,1,1668SP,41,BF          ,1,1042.3,0.0,1042.3
011086717C,1,1668SP,41,BF          ,1,1047.3,0.0,1047.3
011086814C,1,1659CR,22,BF          ,1,272.4,0.0,272.4
011086965C,1,1668SP,41,BF          ,1,2788.0,0.0,2788.0
011086978C,1,1659CR,53,BF          ,1,389.0,0.0,389.0
011086979C,1,1659CR,54,BF          ,1,318.25,0.0,318.25
011087230C,1,1658C1,22,BF          ,1,33.09,0.0,33.09
011087325C,1,1659CR,44,BF          ,1,15.74,0.0,15.74
011087652C,1,L10 PRE97,45,BA          ,1,0.0,0.0,0.0
011087968C,1,1659C2,22,BF          ,1,9.99,0.0,9.99
011088512C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011089233C,1,1659CR,55,BF          ,1,47.43,0.0,47.43
011089392C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011090363C,1,1659CR,53,BF          ,1,17.37,0.0,17.37
011090807C,1,1659CR,53,BF          ,1,289.55,0.0,289.55
011091795C,1,L10 PRE97,45,BA          ,1,0.0,0.0,0.0
011092140C,1,1659CR,53,BF          ,1,184.3,0.0,184.3
011092549C,1,L10 PRE97,44,BA          ,1,0.0,0.0,0.0
011094013C,1,1659C2,22,BF          ,1,23.14,0.0,23.14
011094544C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011094545C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011094955C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011096643C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011098063C,1,1659C2,45,BF          ,1,111.03,0.0,111.03
011098198C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011098620C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011098649C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011098652C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011100027C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011100080C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011101663C,1,1578 SPSPU,41,BA          ,1,0.0,0.0,0.0
011102270C,1,L10 PRE97,44,BA          ,1,0.0,0.0,0.0
011102787C,1,L10 PRE97,44,BA          ,1,0.0,0.0,0.0
011102977C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011103126C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011103130C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011104570C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011105385C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011105386C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011105387C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011106177C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011106598C,1,1658C1,22,BF          ,1,44.69,0.0,44.69
011106727C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011107971C,1,1659C2,44,BF          ,1,212.75,0.0,212.75
011108572C,1,1658C1,22,BF          ,1,39.64,0.0,39.64
011108587C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011109256C,1,1658C1,53,BF          ,1,8.69,0.0,8.69
011109257C,1,1658C1,22,BF          ,1,6.31,0.0,6.31
011109258C,1,1658C1,22,BF          ,1,9.22,0.0,9.22
011109852C,1,1659C2,55,BF          ,1,63.01,0.0,63.01
011109967C,1,1659C2,22,BF          ,1,38.37,0.0,38.37
011109994C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011110270C,1,1658C1,53,BF          ,1,64.68,0.0,64.68
011110270C,2,1658C1,56,SL          ,2,0.0,0.0,0.0
011110271C,1,1658C1,54,BF          ,1,57.22,0.0,57.22
011110271C,2,1658C1,56,SL          ,2,0.0,0.0,0.0
011110458C,1,1578 SPSPU,41,BA          ,1,0.0,0.0,0.0
011110603C,1,1659C2,44,BF          ,1,33.28,0.0,33.28
011110946C,1,1659C2,55,BF          ,1,755.5,0.0,755.5
011110968C,1,1659C2,55,BF          ,1,2026.0,0.0,2026.0
011112366C,1,1659C2,55,BF          ,1,20.28,0.0,20.28
011113236C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011113459C,1,1659C2,44,BF          ,1,123.25,0.0,123.25
011114289C,1,1666WL,44,BA          ,1,0.0,0.0,0.0
011114994C,1,1659C2,22,BF          ,1,11.24,0.0,11.24
011115534C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011115707C,1,1659C2,22,BF          ,1,28.29,0.0,28.29
011117286C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011118229C,1,1659C2,55,BF          ,1,121.0,0.0,121.0
011118229C,2,1579 GPO,56,SU          ,2,0.0,0.0,0.0
011118536C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011120297C,1,L10 PRE97,44,BA          ,1,0.0,0.0,0.0
011121713C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011124924C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011128980C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011129591C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011130547C,1,L10 PRE97,44,BA          ,1,0.0,0.0,0.0
011130666C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011130752C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011131381C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011133942C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011134770C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011134933C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011137768C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011137922C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011138044C,1,1659C2,22,BF          ,1,31.3,0.0,31.3
011139409C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011139937C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011139998C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011140025C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011140100C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011140516C,1,1659C2,44,BF          ,1,12.1,0.0,12.1
011140521C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011140652C,1,1659C2,44,BF          ,1,11.34,0.0,11.34
011140826C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011140970C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011141741C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011141942C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011142354C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011143630C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011144583C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011145926C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011146240C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011146268C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011147951C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011148532C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011149905C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011150003C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011150309C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011150820C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011150971C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011150973C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011151285C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011151293C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011152870C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
011153183C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011154270C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011154281C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011154282C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011154479C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011154856C,1,1659C2,45,BF          ,1,19.02,0.0,19.02
011155011C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011155653C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011156062C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011156098C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011158071C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011158909C,1,1659C2,22,BF          ,1,39.42,0.0,39.42
011159916C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011160182C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011160346C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011160440C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011160990C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011162200C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011162328C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011163086C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011174519C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011175086C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011178240C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011180194C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011180363C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011180368C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011180586C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011180733C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011181432C,4,9DIS25,22,SU          ,4,0.0,0.0,0.0
011181544C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011182373C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011182954C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011183334C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011184248C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011184821C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011185002C,1,1L10SO,44,BA          ,1,0.0,0.0,0.0
011185539C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011185623C,1,L10 PRE97,45,BA          ,1,0.0,0.0,0.0
011185893C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011186457C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011187202C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011188288C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011188426C,1,1L10SO,45,BA          ,1,0.0,0.0,0.0
011188927C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011189250C,1,L10 PRE97,41,BA          ,1,0.0,0.0,0.0
011189746C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011189754C,1,1L10SR,45,BA          ,1,0.0,0.0,0.0
011189757C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011189989C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011190669C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011190670C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011191287C,1,1L10SR,45,BA          ,1,0.0,0.0,0.0
011191288C,1,1L10SR,45,BA          ,1,0.0,0.0,0.0
011191392C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011191664C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
011191940C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011192240C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011192392C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011192400C,1,1L10SR,44,BA          ,1,0.0,0.0,0.0
011192949C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011193585C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011193709C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011193836C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011194799C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011195599C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011195603C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011196063C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011196064C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011196276C,1,1L10SR,44,BA          ,1,0.0,0.0,0.0
011196296C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011196297C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011196420C,1,1L10SR,44,BA          ,1,0.0,0.0,0.0
011196510C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011196521C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011196751C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011196897C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011196932C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011196933C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011196975C,2,DISCHO247B,22,SU          ,2,0.0,0.0,0.0
011197430C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011197743C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011198150C,1,1L10SR,44,BA          ,1,0.0,0.0,0.0
011198845C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011199570C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011199593C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011199737C,2,DISCHO247B,22,SU          ,2,0.0,0.0,0.0
011200008C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011200196C,4,9DIS25,56,SU          ,4,0.0,0.0,0.0
011200456C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011201896C,1,1L10SR,45,BA          ,1,0.0,0.0,0.0
011202182C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011202501C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011202724C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011203001C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011203598C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011204761C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011204810C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011205441C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011207113C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011207360C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011207685C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011208104C,1,1L10SR,41,BA          ,1,0.0,0.0,0.0
011208333C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011208334C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011208848C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011208849C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011208904C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011208984C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011209097C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011209098C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011209496C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011209963C,1,1L14SC,45,BA          ,1,0.0,0.0,0.0
011210060C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011210089C,1,1L14SC,45,BA          ,1,0.0,0.0,0.0
011210337C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011210489C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011210635C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011212725C,2,9DIS25,22,SU          ,2,0.0,0.0,0.0
011213264C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011214223C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011215081C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011215896C,1,1L15GD,45,BA          ,1,0.0,0.0,0.0
011215896C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011216127C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011216680C,2,L16POLFEE,56,OR          ,2,0.0,0.0,0.0
011216797C,1,1L16GD,45,BA          ,1,0.0,0.0,0.0
011216797C,2,L16POLFEE,56,OR          ,2,0.0,0.0,0.0
011216835C,1,7619PU,41,BA          ,1,0.0,0.0,0.0
011216836C,1,619 CH PU,41,BA          ,1,0.0,0.0,0.0
011217014C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011217014C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011217838C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011217838C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011221817C,1,L10 PRE97,45,BA          ,1,0.0,0.0,0.0
011221818C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011223517C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011223521C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011223521C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011224132C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011224132C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011227606C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227606C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
011227606C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011227607C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227607C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
011227607C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011227608C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227608C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
011227608C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011227609C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227609C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
011227609C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011227610C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227610C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
011227610C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011227611C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011227611C,2,117JPO,22,OR          ,2,0.0,0.0,0.0
011227611C,3,986JPO,22,SU          ,3,0.0,0.0,0.0
011227662C,1,619 CH PU,41,BA          ,1,0.0,0.0,0.0
011228944C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011230685C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011230685C,2,117JPO,22,OR          ,2,0.0,0.0,0.0
011230685C,3,986JPO,22,SU          ,3,0.0,0.0,0.0
011238321C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011239201C,1,1L15GD,45,BA          ,1,0.0,0.0,0.0
011239201C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011239405C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011239405C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011240763C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011243734C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011243734C,2,117JPO,22,OR          ,2,0.0,0.0,0.0
011243734C,3,986JPO,22,SU          ,3,0.0,0.0,0.0
011251166C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011252220C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011253784C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011253784C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011254120C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011254121C,3,9DIS25,22,SU          ,3,0.0,0.0,0.0
011257022C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011258124C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011258158C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011258158C,2,10L171,22,OR          ,2,0.0,0.0,0.0
011261276C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011261618C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011262629C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011263614C,2,9DIS25,56,SU          ,2,0.0,0.0,0.0
011263615C,2,9DIS25,56,SU          ,2,0.0,0.0,0.0
011264194C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011264713C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011264714C,1,1L1095,45,BA          ,1,0.0,0.0,0.0
011264943C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011266117C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011266117C,2,117JPO,22,OR          ,2,0.0,0.0,0.0
011266117C,3,986JPO,22,SU          ,3,0.0,0.0,0.0
011266391C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011266391C,2,10L172,22,OR          ,2,0.0,0.0,0.0
011268049C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011268050C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011268760C,1,1L15GD,45,BA          ,1,0.0,0.0,0.0
011268760C,2,9ADB15,56,SU          ,2,0.0,0.0,0.0
011268763C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011269177C,1,1L14SC,44,BA          ,1,0.0,0.0,0.0
011270870C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011270870C,2,10L172,22,OR          ,2,0.0,0.0,0.0
011270871C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011270871C,2,10L172,22,OR          ,2,0.0,0.0,0.0
011273276C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011274753C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011274755C,1,1L1095,44,BA          ,1,0.0,0.0,0.0
011274757C,1,L17 BASE,42,BA          ,1,0.0,0.0,0.0
011274757C,2,17MJPO,22,OR          ,2,0.0,0.0,0.0
