mpolicy,mseq,effective_date,date_added,record_sequence,claimnum,payee_source
010817956C,10,20201104,20201104,0,PS-010817956-010,OWNR
010817956C,11,20211104,20211104,0,PS-010817956-011,OWNR
010817956C,12,20221104,20221104,0,PS-010817956-012,OWNR
010817956C,13,20231104,20231106,0,PS-010817956-013,OWNR
010817956C,14,20241104,20241104,0,PS-010817956-014,OWNR
010818531C,9,20181120,20181120,0,PS-010818531-009,OWNR
010818531C,10,20191120,20191120,0,PS-010818531-010,OWNR
010818531C,11,20201120,20201120,0,PS-010818531-011,OWNR
010818531C,12,20211120,20211122,0,PS-010818531-012,OWNR
010818531C,13,20221120,20221121,0,PS-010818531-013,OWNR
010818531C,14,20231120,20231120,0,PS-010818531-014,OWNR
010818531C,15,20241120,20241120,0,PS-010818531-015,OWNR
010818531C,16,20251120,20251120,0,PS-010818531-016,OWNR
010818580C,5,20181110,20181112,0,PS-010818580-005,OWNR
010818580C,6,20191110,20191111,0,PS-010818580-006,OWNR
010818580C,7,20201110,20201110,0,PS-010818580-007,OWNR
010818580C,8,20211110,20211110,0,PS-010818580-008,OWNR
010819280C,9,20181119,20181119,0,PS-010819280-009,OWNR
010819280C,10,20191119,20191119,0,PS-010819280-010,OWNR
010819280C,11,20201119,20201119,0,PS-010819280-011,OWNR
010819280C,12,20211119,20211119,0,PS-010819280-012,OWNR
010819280C,13,20221119,20221121,0,PS-010819280-013,OWNR
010819280C,14,20231119,20231120,0,PS-010819280-014,OWNR
010819280C,15,20241119,20241119,0,PS-010819280-015,OWNR
010819280C,16,20251119,20251119,0,PS-010819280-016,OWNR
010820635C,8,20181117,20181119,0,PS-010820635-008,OWNR
010820635C,9,20191117,20191118,0,PS-010820635-009,OWNR
010820635C,10,20201117,20201117,0,PS-010820635-010,OWNR
010820635C,11,20211117,20211117,0,PS-010820635-011,OWNR
010820635C,12,20221117,20221117,0,PS-010820635-012,OWNR
010820635C,13,20231117,20231117,0,PS-010820635-013,OWNR
010820635C,14,20241117,20241118,0,PS-010820635-014,OWNR
010821385C,4,20181202,20181203,0,PS-010821385-004,OWNR
010821385C,5,20191202,20191202,0,PS-010821385-005,OWNR
010821385C,6,20201202,20201202,0,PS-010821385-006,OWNR
010821435C,3,20181202,20181203,0,PS-010821435-003,OWNR
010821435C,4,20191202,20191202,0,PS-010821435-004,OWNR
010822046C,3,20181211,20181211,0,PS-010822046-003,OWNR
010822046C,4,20191211,20191211,0,PS-010822046-004,OWNR
010822097C,9,20181203,20181203,0,PS-010822097-009,OWNR
010822097C,10,20191203,20191203,0,PS-010822097-010,OWNR
010822097C,11,20201203,20201203,0,PS-010822097-011,OWNR
010822097C,12,20211203,20211203,0,PS-010822097-012,OWNR
010822097C,13,20221203,20221205,0,PS-010822097-013,OWNR
010822097C,14,20231203,20231204,0,PS-010822097-014,OWNR
010822097C,15,20241203,20241203,0,PS-010822097-015,OWNR
010822097C,16,20251203,20251203,0,PS-010822097-016,OWNR
010822098C,9,20181203,20181203,0,PS-010822098-009,OWNR
010822098C,10,20191203,20191203,0,PS-010822098-010,OWNR
010822098C,11,20201203,20201203,0,PS-010822098-011,OWNR
010822098C,12,20211203,20211203,0,PS-010822098-012,OWNR
010822098C,13,20221203,20221205,0,PS-010822098-013,OWNR
010822098C,14,20231203,20231204,0,PS-010822098-014,OWNR
010822098C,15,20241203,20241203,0,PS-010822098-015,OWNR
010822098C,16,20251203,20251203,0,PS-010822098-016,OWNR
010822330C,9,20181217,20181217,0,PS-010822330-009,OWNR
010822330C,10,20191217,20191217,0,PS-010822330-010,OWNR
010822330C,11,20201217,20201217,0,PS-010822330-011,OWNR
010822330C,12,20211217,20211217,0,PS-010822330-012,OWNR
010822330C,13,20221217,20221219,0,PS-010822330-013,OWNR
010822330C,14,20231217,20231218,0,PS-010822330-014,OWNR
010822330C,15,20241217,20241217,0,PS-010822330-015,OWNR
010822330C,16,20251217,20251217,0,PS-010822330-016,OWNR
010822851C,10,20180112,20180112,0,PS-010822851-010,OWNR
010822851C,11,20190112,20190114,0,PS-010822851-011,OWNR
010822851C,12,20200112,20200113,0,PS-010822851-012,OWNR
010822851C,13,20210112,20210112,0,PS-010822851-013,OWNR
010822851C,14,20220112,20220112,0,PS-010822851-014,OWNR
010822851C,15,20230112,20230112,0,PS-010822851-015,OWNR
010822851C,16,20240112,20240112,0,PS-010822851-016,OWNR
010822851C,17,20250112,20250113,0,PS-010822851-017,OWNR
010822851C,18,20260112,20260112,0,PS-010822851-018,OWNR
010823095C,2,20181217,20181217,0,PS-010823095-002,OWNR
010823335C,9,20181209,20181210,0,PS-010823335-009,OWNR
010823335C,10,20191209,20191209,0,PS-010823335-010,OWNR
010823335C,11,20201209,20201209,0,PS-010823335-011,OWNR
010823335C,12,20211209,20211209,0,PS-010823335-012,OWNR
010823335C,13,20221209,20221209,0,PS-010823335-013,OWNR
010823335C,14,20231209,20231211,0,PS-010823335-014,OWNR
010823335C,15,20241209,20241209,0,PS-010823335-015,OWNR
010823335C,16,20251209,20251209,0,PS-010823335-016,OWNR
010824297C,9,20181227,20181227,0,PS-010824297-009,OWNR
010824297C,10,20191227,20191227,0,PS-010824297-010,OWNR
010824297C,11,20201227,20201228,0,PS-010824297-011,OWNR
010824297C,12,20211227,20211227,0,PS-010824297-012,OWNR
010824297C,13,20221227,20221227,0,PS-010824297-013,OWNR
010824297C,14,20231227,20231227,0,PS-010824297-014,OWNR
010824297C,15,20241227,20241227,0,PS-010824297-015,OWNR
010824297C,16,20251227,20251229,0,PS-010824297-016,OWNR
010824299C,7,20180101,20180102,0,PS-010824299-007,OWNR
010824299C,8,20190101,20190102,0,PS-010824299-008,OWNR
010824299C,9,20200101,20200102,0,PS-010824299-009,OWNR
010824299C,10,20210101,20210104,0,PS-010824299-010,OWNR
010824299C,11,20220101,20220103,0,PS-010824299-011,OWNR
010824299C,12,20230101,20230103,0,PS-010824299-012,OWNR
010824709C,10,20180101,20180102,0,PS-010824709-010,OWNR
010824709C,11,20190101,20190102,0,PS-010824709-011,OWNR
010824709C,12,20200101,20200102,0,PS-010824709-012,OWNR
010824709C,13,20210101,20210104,0,PS-010824709-013,OWNR
010824709C,14,20220101,20220103,0,PS-010824709-014,OWNR
010824709C,15,20230101,20230103,0,PS-010824709-015,OWNR
010824709C,16,20240101,20240102,0,PS-010824709-016,OWNR
010824709C,17,20250101,20250102,0,PS-010824709-017,OWNR
010824709C,18,20260101,20260102,0,PS-010824709-018,OWNR
010825353C,8,20200108,20200310,0,PS-010825353-008,OWNR
010825353C,9,20210108,20210108,0,PS-010825353-009,OWNR
010825353C,10,20220108,20220110,0,PS-010825353-010,OWNR
010825353C,11,20230108,20230109,0,PS-010825353-011,OWNR
010825353C,12,20240108,20240108,0,PS-010825353-012,OWNR
010825353C,13,20250108,20250108,0,PS-010825353-013,OWNR
010825353C,14,20260108,20260108,0,PS-010825353-014,OWNR
010825434C,7,20180201,20180201,0,PS-010825434-007,OWNR
010825434C,8,20190201,20190201,0,PS-010825434-008,OWNR
010825434C,9,20200201,20200203,0,PS-010825434-009,OWNR
010825434C,10,20210201,20210201,0,PS-010825434-010,OWNR
010825434C,11,20220201,20220201,0,PS-010825434-011,OWNR
010825434C,12,20230201,20230201,0,PS-010825434-012,OWNR
010825438C,6,20180123,20180123,0,PS-010825438-006,OWNR
010825438C,7,20190123,20190123,0,PS-010825438-007,OWNR
010825438C,8,20200123,20200123,0,PS-010825438-008,OWNR
010825438C,9,20210123,20210125,0,PS-010825438-009,OWNR
010825438C,10,20230227,20230227,0,PS-010825438-010,OWNR
010825719C,10,20180108,20180108,0,PS-010825719-010,OWNR
010825719C,11,20190108,20190108,0,PS-010825719-011,OWNR
010825719C,12,20200108,20200108,0,PS-010825719-012,OWNR
010825719C,13,20210108,20210108,0,PS-010825719-013,OWNR
010825719C,14,20220108,20220110,0,PS-010825719-014,OWNR
010825719C,15,20230108,20230109,0,PS-010825719-015,OWNR
010825719C,16,20240108,20240108,0,PS-010825719-016,OWNR
010825719C,17,20250108,20250108,0,PS-010825719-017,OWNR
010825719C,18,20260108,20260108,0,PS-010825719-018,OWNR
010825759C,10,20180113,20180115,0,PS-010825759-010,OWNR
010825759C,11,20190113,20190114,0,PS-010825759-011,OWNR
010825759C,12,20200113,20200113,0,PS-010825759-012,OWNR
010825759C,13,20210113,20210113,0,PS-010825759-013,OWNR
010825759C,14,20220113,20220113,0,PS-010825759-014,OWNR
010825759C,15,20230113,20230113,0,PS-010825759-015,OWNR
010825759C,16,20240113,20240115,0,PS-010825759-016,OWNR
010825759C,17,20250113,20250113,0,PS-010825759-017,OWNR
010825759C,18,20260113,20260113,0,PS-010825759-018,OWNR
010826524C,7,20210121,20211021,0,PS-010826524-007,OWNR
010826524C,8,20220121,20220121,0,PS-010826524-008,OWNR
010826524C,9,20230121,20230123,0,PS-010826524-009,OWNR
010826524C,10,20240121,20240122,0,PS-010826524-010,OWNR
010826524C,11,20250121,20250121,0,PS-010826524-011,OWNR
010826524C,12,20260121,20260121,0,PS-010826524-012,OWNR
010826532C,3,20180201,20180201,0,PS-010826532-003,OWNR
010826532C,4,20190201,20190201,0,PS-010826532-004,OWNR
010826810C,5,20180205,20180205,0,PS-010826810-005,OWNR
010826810C,6,20190205,20190205,0,PS-010826810-006,OWNR
010826810C,7,20200205,20200205,0,PS-010826810-007,OWNR
010826810C,8,20210205,20210205,0,PS-010826810-008,OWNR
010827590C,3,20180223,20180223,0,PS-010827590-003,OWNR
010827590C,4,20190223,20190225,0,PS-010827590-004,OWNR
010828369C,6,20180203,20180205,0,PS-010828369-006,OWNR
010828369C,7,20190203,20190313,0,PS-010828369-007,OWNR
010828369C,8,20240203,20240205,0,PS-010828369-008,OWNR
010828369C,9,20250203,20250203,0,PS-010828369-009,OWNR
010828369C,10,20260203,20260203,0,PS-010828369-010,OWNR
010828370C,2,20260203,20260203,0,PS-010828370-002,OWNR
010828463C,4,20180128,20180129,0,PS-010828463-004,OWNR
010828463C,5,20190128,20190128,0,PS-010828463-005,OWNR
010828463C,6,20200128,20200128,0,PS-010828463-006,OWNR
010829942C,2,20180211,20180212,0,PS-010829942-002,OWNR
010830094C,10,20180219,20180219,0,PS-010830094-010,OWNR
010830094C,11,20190219,20190219,0,PS-010830094-011,OWNR
010830094C,12,20200219,20200219,0,PS-010830094-012,OWNR
010830094C,13,20210219,20210219,0,PS-010830094-013,OWNR
010830094C,14,20220219,20220221,0,PS-010830094-014,OWNR
010830094C,15,20230219,20230220,0,PS-010830094-015,OWNR
010830094C,16,20240219,20240219,0,PS-010830094-016,OWNR
010830094C,17,20250219,20250219,0,PS-010830094-017,OWNR
010830094C,18,20260219,20260219,0,PS-010830094-018,OWNR
010830310C,3,20180218,20180219,0,PS-010830310-003,OWNR
010830310C,4,20190218,20190218,0,PS-010830310-004,OWNR
010832205C,6,20180310,20180312,0,PS-010832205-006,OWNR
010832205C,7,20190310,20190311,0,PS-010832205-007,OWNR
010832205C,8,20200310,20200310,0,PS-010832205-008,OWNR
010832205C,9,20210310,20210310,0,PS-010832205-009,OWNR
010832205C,10,20220310,20220310,0,PS-010832205-010,OWNR
010832681C,5,20180313,20180313,0,PS-010832681-005,OWNR
010832681C,6,20190313,20190313,0,PS-010832681-006,OWNR
010832681C,7,20200313,20200313,0,PS-010832681-007,OWNR
010832681C,8,20210313,20210315,0,PS-010832681-008,OWNR
010833639C,2,20180318,20180319,0,PS-010833639-002,OWNR
010833740C,4,20180401,20180402,0,PS-010833740-004,OWNR
010833740C,5,20190401,20190401,0,PS-010833740-005,OWNR
010833740C,6,20200401,20200401,0,PS-010833740-006,OWNR
010833991C,10,20180113,20180115,0,PS-010833991-010,OWNR
010833991C,11,20190113,20190114,0,PS-010833991-011,OWNR
010833991C,12,20200113,20200113,0,PS-010833991-012,OWNR
010833991C,13,20210113,20210113,0,PS-010833991-013,OWNR
010833991C,14,20220113,20220113,0,PS-010833991-014,OWNR
010833991C,15,20230113,20230113,0,PS-010833991-015,OWNR
010833991C,16,20240113,20240115,0,PS-010833991-016,OWNR
010833991C,17,20250113,20250113,0,PS-010833991-017,OWNR
010833991C,18,20260113,20260113,0,PS-010833991-018,OWNR
010834096C,3,20180326,20180326,0,PS-010834096-003,INSD
010834096C,4,20190326,20190326,0,PS-010834096-004,INSD
010834574C,8,20200401,20200518,0,PS-010834574-008,OWNR
010834574C,9,20210401,20210401,0,PS-010834574-009,OWNR
010834574C,10,20220401,20220401,0,PS-010834574-010,OWNR
010834574C,11,20230401,20230403,0,PS-010834574-011,OWNR
010834574C,12,20240401,20240401,0,PS-010834574-012,OWNR
010834574C,13,20250401,20250401,0,PS-010834574-013,OWNR
010834574C,14,20260401,20260401,0,PS-010834574-014,OWNR
010834575C,8,20200401,20200518,0,PS-010834575-008,OWNR
010834575C,9,20210401,20210401,0,PS-010834575-009,OWNR
010834575C,10,20220401,20220401,0,PS-010834575-010,OWNR
010834575C,11,20230401,20230403,0,PS-010834575-011,OWNR
010834575C,12,20240401,20240401,0,PS-010834575-012,OWNR
010834575C,13,20250401,20250401,0,PS-010834575-013,OWNR
010834575C,14,20260401,20260401,0,PS-010834575-014,OWNR
010836252C,10,20180414,20180416,0,PS-010836252-010,OWNR
010836252C,11,20190414,20190415,0,PS-010836252-011,OWNR
010836252C,12,20200414,20200414,0,PS-010836252-012,OWNR
010836252C,13,20210414,20210414,0,PS-010836252-013,OWNR
010836252C,14,20220414,20220414,0,PS-010836252-014,OWNR
010836252C,15,20230414,20230414,0,PS-010836252-015,OWNR
010836252C,16,20240414,20240415,0,PS-010836252-016,OWNR
010836252C,17,20250414,20250414,0,PS-010836252-017,OWNR
010836252C,18,20260414,20260414,0,PS-010836252-018,OWNR
010838710C,10,20180505,20180507,0,PS-010838710-010,OWNR
010838710C,11,20190505,20190506,0,PS-010838710-011,OWNR
010838710C,12,20200505,20200505,0,PS-010838710-012,OWNR
010838710C,13,20210505,20210505,0,PS-010838710-013,OWNR
010838710C,14,20220505,20220505,0,PS-010838710-014,OWNR
010838710C,15,20230505,20230505,0,PS-010838710-015,OWNR
010838710C,16,20240505,20240506,0,PS-010838710-016,OWNR
010838710C,17,20250505,20250505,0,PS-010838710-017,OWNR
010838710C,18,20260505,20260505,0,PS-010838710-018,OWNR
010839122C,10,20180511,20180511,0,PS-010839122-010,OWNR
010839122C,11,20190511,20190513,0,PS-010839122-011,OWNR
010839122C,12,20200511,20200511,0,PS-010839122-012,OWNR
010839122C,13,20210511,20210511,0,PS-010839122-013,OWNR
010839122C,14,20220511,20220511,0,PS-010839122-014,OWNR
010839122C,15,20230511,20230511,0,PS-010839122-015,OWNR
010839122C,16,20240511,20240513,0,PS-010839122-016,OWNR
010839122C,17,20250511,20250512,0,PS-010839122-017,OWNR
010839122C,18,20260511,20260511,0,PS-010839122-018,OWNR
010839714C,2,20180512,20180514,0,PS-010839714-002,OWNR
010840404C,9,20180605,20180605,0,PS-010840404-009,OWNR
010840404C,10,20190605,20190605,0,PS-010840404-010,OWNR
010840404C,11,20200605,20200605,0,PS-010840404-011,OWNR
010840404C,12,20210605,20210607,0,PS-010840404-012,OWNR
010840404C,13,20220605,20220606,0,PS-010840404-013,OWNR
010840404C,14,20230605,20230605,0,PS-010840404-014,OWNR
010840404C,15,20240605,20240605,0,PS-010840404-015,OWNR
010840404C,16,20250605,20250605,0,PS-010840404-016,OWNR
010840776C,2,20180526,20180529,0,PS-010840776-002,OWNR
010840848C,3,20180526,20180529,0,PS-010840848-003,OWNR
010840848C,4,20190526,20190528,0,PS-010840848-004,OWNR
010841424C,3,20180602,20180604,0,PS-010841424-003,OWNR
010841424C,4,20190602,20190603,0,PS-010841424-004,OWNR
010842016C,4,20230701,20230911,0,PS-010842016-004,OWNR
010842016C,5,20240701,20240701,0,PS-010842016-005,OWNR
010842016C,6,20250701,20250701,0,PS-010842016-006,OWNR
010842017C,4,20230701,20230605,0,PS-010842017-004,OWNR
010842017C,5,20240701,20240701,0,PS-010842017-005,OWNR
010842017C,6,20250701,20250701,0,PS-010842017-006,OWNR
010842315C,9,20180615,20180615,0,PS-010842315-009,OWNR
010842315C,10,20190615,20190617,0,PS-010842315-010,OWNR
010842315C,11,20200615,20200615,0,PS-010842315-011,OWNR
010842315C,12,20210615,20210615,0,PS-010842315-012,OWNR
010842315C,13,20220615,20220615,0,PS-010842315-013,OWNR
010842315C,14,20230615,20230615,0,PS-010842315-014,OWNR
010842315C,15,20240615,20240617,0,PS-010842315-015,OWNR
010842315C,16,20250615,20250616,0,PS-010842315-016,OWNR
010842857C,6,20210616,20210817,0,PS-010842857-006,OWNR
010842857C,7,20220616,20220616,0,PS-010842857-007,OWNR
010842857C,8,20230616,20230616,0,PS-010842857-008,OWNR
010842857C,9,20240616,20240617,0,PS-010842857-009,OWNR
010842857C,10,20250616,20250616,0,PS-010842857-010,OWNR
010843137C,7,20180521,20180521,0,PS-010843137-007,OWNR
010843137C,8,20190521,20190521,0,PS-010843137-008,OWNR
010843137C,9,20200521,20200521,0,PS-010843137-009,OWNR
010843137C,10,20210521,20210521,0,PS-010843137-010,OWNR
010843137C,11,20220521,20220523,0,PS-010843137-011,OWNR
010843137C,12,20230521,20230522,0,PS-010843137-012,OWNR
010843241C,9,20180621,20180621,0,PS-010843241-009,OWNR
010843241C,10,20190621,20190621,0,PS-010843241-010,OWNR
010843241C,11,20200621,20200622,0,PS-010843241-011,OWNR
010843241C,12,20210621,20210621,0,PS-010843241-012,OWNR
010843241C,13,20220621,20220621,0,PS-010843241-013,OWNR
010843241C,14,20230621,20230621,0,PS-010843241-014,OWNR
010843241C,15,20240621,20240621,0,PS-010843241-015,OWNR
010843241C,16,20250621,20250623,0,PS-010843241-016,OWNR
010844324C,9,20180701,20180702,0,PS-010844324-009,OWNR
010844324C,10,20190701,20190701,0,PS-010844324-010,OWNR
010844324C,11,20200701,20200701,0,PS-010844324-011,OWNR
010844324C,12,20210701,20210701,0,PS-010844324-012,OWNR
010844324C,13,20220701,20220701,0,PS-010844324-013,OWNR
010844324C,14,20230701,20230703,0,PS-010844324-014,OWNR
010844324C,15,20240701,20240701,0,PS-010844324-015,OWNR
010844324C,16,20250701,20250701,0,PS-010844324-016,OWNR
010844402C,9,20180702,20180702,0,PS-010844402-009,OWNR
010844402C,10,20190702,20190702,0,PS-010844402-010,OWNR
010844402C,11,20200702,20200702,0,PS-010844402-011,OWNR
010844402C,12,20210702,20210702,0,PS-010844402-012,OWNR
010844402C,13,20220702,20220705,0,PS-010844402-013,OWNR
010844402C,14,20230702,20230703,0,PS-010844402-014,OWNR
010844402C,15,20240702,20240702,0,PS-010844402-015,OWNR
010844402C,16,20250702,20250702,0,PS-010844402-016,OWNR
010844403C,9,20180702,20180702,0,PS-010844403-009,OWNR
010844403C,10,20190702,20190702,0,PS-010844403-010,OWNR
010844403C,11,20200702,20200702,0,PS-010844403-011,OWNR
010844403C,12,20210702,20210702,0,PS-010844403-012,OWNR
010844403C,13,20220702,20220705,0,PS-010844403-013,OWNR
010844403C,14,20230702,20230703,0,PS-010844403-014,OWNR
010844403C,15,20240702,20240702,0,PS-010844403-015,OWNR
010844403C,16,20250702,20250702,0,PS-010844403-016,OWNR
010845094C,2,20180709,20180709,0,PS-010845094-002,OWNR
010845099C,9,20180706,20180706,0,PS-010845099-009,OWNR
010845099C,10,20190706,20190708,0,PS-010845099-010,OWNR
010845099C,11,20200706,20200706,0,PS-010845099-011,OWNR
010845099C,12,20210706,20210706,0,PS-010845099-012,OWNR
010845099C,13,20220706,20220706,0,PS-010845099-013,OWNR
010845099C,14,20230706,20230706,0,PS-010845099-014,OWNR
010845099C,15,20240706,20240708,0,PS-010845099-015,OWNR
010845099C,16,20250706,20250707,0,PS-010845099-016,OWNR
010845307C,9,20180716,20180716,0,PS-010845307-009,OWNR
010845307C,10,20190716,20190716,0,PS-010845307-010,OWNR
010845307C,11,20200716,20200716,0,PS-010845307-011,OWNR
010845307C,12,20210716,20210716,0,PS-010845307-012,OWNR
010845307C,13,20220716,20220718,0,PS-010845307-013,OWNR
010845307C,14,20230716,20230717,0,PS-010845307-014,OWNR
010845307C,15,20240716,20240716,0,PS-010845307-015,OWNR
010845307C,16,20250716,20250716,0,PS-010845307-016,OWNR
010845709C,9,20180820,20190114,0,PS-010845709-009,OWNR
010845709C,10,20190820,20190820,0,PS-010845709-010,OWNR
010845709C,11,20200820,20200820,0,PS-010845709-011,OWNR
010845709C,12,20210820,20210820,0,PS-010845709-012,OWNR
010845709C,13,20220820,20220822,0,PS-010845709-013,OWNR
010845709C,14,20230820,20230821,0,PS-010845709-014,OWNR
010845709C,15,20240820,20240820,0,PS-010845709-015,OWNR
010845709C,16,20250820,20250820,0,PS-010845709-016,OWNR
010845878C,4,20180716,20180716,0,PS-010845878-004,OWNR
010845878C,5,20190716,20190716,0,PS-010845878-005,OWNR
010845878C,6,20200716,20200716,0,PS-010845878-006,OWNR
010846781C,9,20180724,20180724,0,PS-010846781-009,OWNR
010846781C,10,20190724,20190724,0,PS-010846781-010,OWNR
010846781C,11,20200724,20200724,0,PS-010846781-011,OWNR
010846781C,12,20210724,20210726,0,PS-010846781-012,OWNR
010846781C,13,20220724,20220725,0,PS-010846781-013,OWNR
010846781C,14,20230724,20230724,0,PS-010846781-014,OWNR
010846781C,15,20240724,20240724,0,PS-010846781-015,OWNR
010846781C,16,20250724,20250724,0,PS-010846781-016,OWNR
010847479C,8,20190801,20190917,0,PS-010847479-008,OWNR
010847479C,9,20200801,20200803,0,PS-010847479-009,OWNR
010847479C,10,20210801,20210802,0,PS-010847479-010,OWNR
010847479C,11,20220801,20220801,0,PS-010847479-011,OWNR
010847479C,12,20230801,20230801,0,PS-010847479-012,OWNR
010847479C,13,20240801,20240801,0,PS-010847479-013,OWNR
010847479C,14,20250801,20250801,0,PS-010847479-014,OWNR
010847480C,9,20180801,20180801,0,PS-010847480-009,OWNR
010847480C,10,20190801,20190801,0,PS-010847480-010,OWNR
010847480C,11,20200801,20200803,0,PS-010847480-011,OWNR
010847480C,12,20210801,20210802,0,PS-010847480-012,OWNR
