mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9010896144C,9010896144,AVAILABLE_MATCH,N,5004.17,5004.17,0.0,1,2,5004.17,1,0.0,0.0,0,,0.0,22,"{""clearing_death"": 5004.17, ""payout_death_claim_payment"": 5004.17, ""unclassified"": 237.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-08-13 00:00:00
9010896866C,9010896866,AVAILABLE_MATCH,N,10017.52,10017.52,0.0,1,2,10017.52,1,0.0,0.0,0,,0.0,42,"{""clearing_death"": 10017.52, ""payout_death_claim_payment"": 10017.52, ""unclassified"": 799.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-03-18 00:00:00
9010896915C,9010896915,AVAILABLE_MATCH,N,9449.99,9449.99,0.0,1,2,9449.99,1,0.0,0.0,0,,0.0,17,"{""clearing_death"": 9449.99, ""payout_death_claim_payment"": 9449.99, ""unapplied_intraco"": 903.98}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-11-05 00:00:00
9010896924C,9010896924,AVAILABLE_MISMATCH,N,12321.35,24642.7,0.0,1,2,24642.7,4,-12321.35,0.0,0,,0.0,43,"{""clearing_death"": 12321.35, ""payout_death_claim_payment"": 12321.35, ""reversal"": 24642.7, ""unapplied_intraco"": 492.24, ""unclassified"": 1661.31}",DUPLICATE_PAYOUT,MPAID ≈ 2× CSO Total_Paid,164402,2025-11-07 00:00:00
9010897303C,9010897303,AVAILABLE_MATCH,N,32607.71,32607.71,0.0,1,2,32607.71,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 32145.01, ""interest_death_benefit"": 462.7, ""payout_death_claim_payment"": 32607.71}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179802,2019-10-16 00:00:00
9010898542C,9010898542,AVAILABLE_MATCH,N,6000.0,6000.0,0.0,1,2,7401.82,8,0.0,1401.82,7,PARTIAL_SURRENDER,1401.82,23,"{""clearing_death"": 6000.0, ""partial_surrender"": 1401.82, ""payout_death_claim_payment"": 6000.0, ""reinstatement_clearing"": 1401.82, ""unapplied_intraco"": 1401.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2025-06-17 00:00:00
9010898545C,9010898545,AVAILABLE_MATCH,N,4825.68,4825.68,0.0,1,2,4825.68,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 4825.68, ""payout_death_claim_payment"": 4825.68}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2021-04-08 00:00:00
9010898547C,9010898547,AVAILABLE_MATCH,N,15513.56,15513.56,0.0,1,2,15513.56,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 15513.56, ""payout_death_claim_payment"": 15513.56}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2024-04-22 00:00:00
9010898692C,9010898692,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5684.2,5,0.0,684.2,4,PARTIAL_SURRENDER,684.2,14,"{""clearing_death"": 5000.0, ""partial_surrender"": 684.2, ""payout_death_claim_payment"": 5000.0, ""reinstatement_clearing"": 684.2, ""unapplied_intraco"": 684.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-09-09 00:00:00
9010899994C,9010899994,MISSING_ERIC_SUPPLY,N,6768.66,0.0,0.0,0,,0.0,0,6768.66,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-02-13 00:00:00
9010900142C,9010900142,AVAILABLE_MATCH,N,7142.8,7142.8,0.0,1,2,7142.8,6,0.0,0.0,0,,0.0,8,"{""clearing_death"": 7091.56, ""interest_death_benefit"": 51.24, ""payout_death_claim_payment"": 7142.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2025-02-07 00:00:00
9010900144C,9010900144,AVAILABLE_MISMATCH,N,6463.4,12926.8,0.0,1,2,12926.8,2,-6463.4,0.0,0,,0.0,7,"{""clearing_death"": 6463.4, ""payout_cash_death_claim"": 19390.2, ""payout_death_claim_payment"": 12926.8, ""unapplied_intraco"": 6463.4}",DUPLICATE_PAYOUT,MPAID ≈ 2× CSO Total_Paid,179701,2023-04-30 00:00:00
9010900145C,9010900145,AVAILABLE_MATCH,N,11483.98,11483.98,0.0,1,2,11483.98,4,0.0,0.0,0,,0.0,23,"{""clearing_death"": 11483.98, ""payout_death_claim_payment"": 11483.98, ""unclassified"": 426.02}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-06-20 00:00:00
9010900152C,9010900152,AVAILABLE_MATCH,N,6490.15,6490.15,0.0,1,2,6490.15,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 6490.15, ""payout_death_claim_payment"": 6490.15}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2018-04-11 00:00:00
9010900517C,9010900517,AVAILABLE_MATCH,N,25036.35,25036.35,0.0,1,2,25036.35,1,0.0,0.0,0,,0.0,41,"{""clearing_death"": 25036.35, ""payout_death_claim_payment"": 25036.35, ""unclassified"": 1428.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165902,2021-03-22 00:00:00
9010900519C,9010900519,AVAILABLE_MATCH,N,6817.97,6817.97,0.0,1,2,7426.43,4,0.0,608.46,3,PARTIAL_SURRENDER,608.46,12,"{""clearing_death"": 6800.0, ""interest_death_benefit"": 17.97, ""partial_surrender"": 608.46, ""payout_death_claim_payment"": 6817.97, ""reinstatement_clearing"": 608.46, ""unapplied_intraco"": 608.46}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-07-28 00:00:00
9010901824C,9010901824,AVAILABLE_MATCH,N,19978.22,19978.22,0.0,1,2,19978.22,2,0.0,0.0,0,,0.0,3,"{""clearing_death"": 19978.22, ""payout_death_claim_payment"": 19978.22}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2025-11-07 00:00:00
9010901833C,9010901833,AVAILABLE_MATCH,N,20102.05,20102.05,0.0,1,2,23674.05,6,0.0,3572.0,5,PARTIAL_SURRENDER,3572.0,18,"{""clearing_death"": 20000.0, ""interest_death_benefit"": 102.05, ""partial_surrender"": 3572.0, ""payout_death_claim_payment"": 20102.05, ""reinstatement_clearing"": 3572.0, ""unapplied_intraco"": 3572.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2025-11-03 00:00:00
9010902761C,9010902761,AVAILABLE_MATCH,N,9776.89,9776.89,0.0,1,2,9776.89,1,0.0,0.0,0,,0.0,53,"{""clearing_death"": 9776.89, ""payout_death_claim_payment"": 9776.89, ""reversal"": 53.28, ""unapplied_intraco"": 2450.88, ""unclassified"": 159.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2024-08-26 00:00:00
9010903657C,9010903657,MISSING_ERIC_SUPPLY,N,7664.73,0.0,0.0,0,,0.0,0,7664.73,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2018-02-07 00:00:00
9010903919C,9010903919,AVAILABLE_MATCH,N,15166.44,15166.44,0.0,1,2,15166.44,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 15166.44, ""payout_death_claim_payment"": 15166.44}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2018-03-21 00:00:00
9010903927C,9010903927,AVAILABLE_MATCH,N,13860.98,13860.98,0.0,1,2,13860.98,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 13860.98, ""payout_death_claim_payment"": 13860.98}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2023-11-28 00:00:00
9010904649C,9010904649,AVAILABLE_MATCH,N,5437.9,5437.9,0.0,1,2,5437.9,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 5437.9, ""payout_death_claim_payment"": 5437.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2021-02-24 00:00:00
9010905677C,9010905677,IN_OUTPUT_NO_DEATH_HEADER,N,12342.09,0.0,0.0,0,,10306.75,7,12342.09,10306.75,5,DISBURSEMENT|PARTIAL_SURRENDER,10306.75,22,"{""clearing_death"": 24553.39, ""interest_death_benefit"": 127.3, ""partial_surrender"": 1052.8, ""payout_death_claim_payment"": 9253.95, ""payout_related"": 3088.14, ""reinstatement_clearing"": 1052.8, ""unapplied_intraco"": 1579.2}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,164402,2023-04-17 00:00:00
9010906254C,9010906254,AVAILABLE_MATCH,N,25122.22,25122.22,0.0,1,2,25122.22,1,0.0,0.0,0,,0.0,20,"{""clearing_death"": 25022.97, ""interest_death_benefit"": 99.25, ""payout_death_claim_payment"": 25122.22, ""unclassified"": 408.32}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165902,2019-05-09 00:00:00
9010908719C,9010908719,MISSING_ERIC_SUPPLY,N,13706.5,0.0,0.0,0,,0.0,0,13706.5,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-11-15 00:00:00
9010909767C,9010909767,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5000.0,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 5000.0, ""payout_death_claim_payment"": 5000.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-05-12 00:00:00
9010910317C,9010910317,MISSING_ERIC_SUPPLY,N,24984.47,0.0,0.0,0,,0.0,0,24984.47,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165801,2017-06-14 00:00:00
9010910320C,9010910320,AVAILABLE_MATCH,N,18280.91,18280.91,0.0,1,2,18280.91,1,0.0,0.0,0,,0.0,7,"{""clearing_death"": 18280.91, ""payout_death_claim_payment"": 18280.91, ""unclassified"": 167.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-05-23 00:00:00
9010911627C,9010911627,AVAILABLE_MATCH,N,50170.5,50170.5,0.0,1,2,50170.5,1,0.0,0.0,0,,0.0,68,"{""clearing_death"": 50076.02, ""interest_death_benefit"": 94.48, ""payout_death_claim_payment"": 50170.5, ""unapplied_intraco"": 5838.08}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155801,2020-09-08 00:00:00
9010912454C,9010912454,AVAILABLE_MATCH,N,21212.39,21212.39,0.0,1,2,21212.39,1,0.0,0.0,0,,0.0,14,"{""clearing_death"": 21212.39, ""payout_death_claim_payment"": 21212.39, ""payout_related"": 6.0, ""unapplied_intraco"": 1323.7}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2019-04-24 00:00:00
9010912626C,9010912626,MISSING_ERIC_SUPPLY,N,10174.25,0.0,0.0,0,,0.0,0,10174.25,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-06-21 00:00:00
9010913101C,9010913101,AVAILABLE_MATCH,N,10732.11,10732.11,0.0,1,2,10732.11,2,0.0,0.0,0,,0.0,16,"{""clearing_death"": 10732.11, ""payout_death_claim_payment"": 10732.11, ""unclassified"": 277.92}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2019-01-29 00:00:00
9010913253C,9010913253,AVAILABLE_MATCH,N,9406.44,9406.44,0.0,1,2,9406.44,2,0.0,0.0,0,,0.0,10,"{""clearing_death"": 9406.44, ""payout_death_claim_payment"": 9406.44, ""unclassified"": 115.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-05-21 00:00:00
9010914301C,9010914301,AVAILABLE_MISMATCH,Y,25019.98,50039.96,0.0,1,2,50039.96,4,-25019.98,0.0,0,,0.0,52,"{""clearing_death"": 25019.98, ""payout_cash_death_claim"": 25019.98, ""payout_death_claim_payment"": 50039.96, ""unclassified"": 981.54}",DUPLICATE_PAYOUT,MPAID ≈ 2× CSO Total_Paid,165902,2022-09-29 00:00:00
9010914384C,9010914384,AVAILABLE_MATCH,N,7527.15,7527.15,0.0,1,2,7755.05,4,0.0,227.9,1,PARTIAL_SURRENDER,227.9,8,"{""clearing_death"": 7495.29, ""interest_death_benefit"": 31.86, ""partial_surrender"": 227.9, ""payout_death_claim_payment"": 7527.15, ""reinstatement_clearing"": 227.9, ""unapplied_intraco"": 227.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-09-12 00:00:00
9010914390C,9010914390,MISSING_ERIC_SUPPLY,N,5643.29,0.0,0.0,0,,0.0,0,5643.29,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-11-01 00:00:00
9010915030C,9010915030,AVAILABLE_MATCH,N,9685.67,9685.67,0.0,1,2,10441.38,4,0.0,755.71,3,PARTIAL_SURRENDER,755.71,32,"{""clearing_death"": 9685.67, ""partial_surrender"": 755.71, ""payout_death_claim_payment"": 9685.67, ""payout_related"": 129.14, ""reinstatement_clearing"": 19114.25, ""reinstatement_endow_loop"": 9179.27, ""reinstatement_related"": 9179.27, ""reversal"": 258.28, ""unapplied_intraco"": 28422.66, ""unclassified"": 516.56}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-03-05 00:00:00
9010915533C,9010915533,AVAILABLE_MATCH,N,50016.34,50016.34,0.0,1,2,50016.34,1,0.0,0.0,0,,0.0,20,"{""clearing_death"": 50016.34, ""payout_death_claim_payment"": 50016.34, ""unclassified"": 1190.85}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155802,2019-07-02 00:00:00
9010915619C,9010915619,AVAILABLE_MATCH,N,25008.43,25008.43,0.0,1,2,25008.43,2,0.0,0.0,0,,0.0,32,"{""clearing_death"": 25008.43, ""payout_death_claim_payment"": 25008.43, ""unclassified"": 1011.36}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155802,2020-06-25 00:00:00
9010916260C,9010916260,AVAILABLE_MATCH,N,8013.36,8013.36,0.0,1,2,9393.86,6,0.0,1380.5,5,PARTIAL_SURRENDER,1380.5,17,"{""clearing_death"": 8013.36, ""partial_surrender"": 1380.5, ""payout_death_claim_payment"": 8013.36, ""reinstatement_clearing"": 1380.5, ""unapplied_intraco"": 1380.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-09-14 00:00:00
9010916879C,9010916879,AVAILABLE_MATCH,N,25042.49,25042.49,0.0,1,2,25042.49,1,0.0,0.0,0,,0.0,14,"{""clearing_death"": 25022.23, ""interest_death_benefit"": 20.26, ""payout_death_claim_payment"": 25042.49, ""unapplied_intraco"": 363.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2019-03-27 00:00:00
9010917172C,9010917172,AVAILABLE_MATCH,N,30000.0,30000.0,0.0,1,2,31904.0,7,0.0,1904.0,5,PARTIAL_SURRENDER,1904.0,18,"{""clearing_death"": 30000.0, ""partial_surrender"": 1904.0, ""payout_death_claim_payment"": 30000.0, ""reinstatement_clearing"": 1904.0, ""unapplied_intraco"": 1904.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2023-04-20 00:00:00
9010917520C,9010917520,MISSING_ERIC_SUPPLY,N,6896.82,0.0,0.0,0,,0.0,0,6896.82,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-10-24 00:00:00
9010917600C,9010917600,MISSING_ERIC_SUPPLY,N,24314.62,0.0,0.0,0,,0.0,0,24314.62,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165802,2019-08-14 00:00:00
9010919258C,9010919258,AVAILABLE_MATCH,N,50162.56,50162.56,0.0,1,2,0.0,0,0.0,-50162.56,0,,0.0,33,"{""clearing_death"": 49472.03, ""interest_death_benefit"": 690.53, ""payout_death_claim_payment"": 50162.56, ""unclassified"": 2423.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2020-01-20 00:00:00
9010919423C,9010919423,MISSING_ERIC_SUPPLY,N,10118.03,0.0,0.0,0,,0.0,0,10118.03,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,179701,2017-10-24 00:00:00
9010919431C,9010919431,AVAILABLE_MATCH,N,6746.94,6746.94,0.0,1,2,7575.24,4,0.0,828.3,3,PARTIAL_SURRENDER,828.3,11,"{""clearing_death"": 6746.94, ""partial_surrender"": 828.3, ""payout_death_claim_payment"": 6746.94, ""reinstatement_clearing"": 828.3, ""unapplied_intraco"": 828.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-12-09 00:00:00
9010920793C,9010920793,MISSING_ERIC_SUPPLY,N,10363.74,0.0,0.0,0,,0.0,0,10363.74,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155901,2025-11-03 00:00:00
9010920798C,9010920798,AVAILABLE_MATCH,N,38199.05,38199.05,0.0,1,2,38199.05,1,0.0,0.0,0,,0.0,90,"{""clearing_death"": 38199.05, ""payout_death_claim_payment"": 38199.05, ""unclassified"": 4660.59}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2025-04-23 00:00:00
9010924474C,9010924474,AVAILABLE_MATCH,N,17694.15,17694.15,0.0,1,2,17694.15,2,0.0,0.0,0,,0.0,3,"{""clearing_death"": 17694.15, ""payout_death_claim_payment"": 17694.15}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2025-11-03 00:00:00
9010924475C,9010924475,AVAILABLE_MATCH,N,5836.76,5836.76,0.0,1,2,5836.76,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 5836.76, ""payout_death_claim_payment"": 5836.76}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2019-10-25 00:00:00
9010927885C,9010927885,AVAILABLE_MATCH,N,25584.06,25584.06,0.0,1,2,0.0,0,0.0,-25584.06,0,,0.0,32,"{""clearing_death"": 25584.06, ""payout_death_claim_payment"": 25584.06, ""unapplied_intraco"": 13667.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566801,2021-06-23 00:00:00
9010928495C,9010928495,MISSING_ERIC_SUPPLY,N,21325.7,0.0,0.0,0,,0.0,0,21325.7,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,161302,2025-01-17 00:00:00
9010929235C,9010929235,MISSING_ERIC_SUPPLY,N,4236.96,0.0,0.0,0,,0.0,0,4236.96,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,179702,2018-10-29 00:00:00
9010929367C,9010929367,AVAILABLE_MATCH,N,25033.73,25033.73,0.0,1,2,25033.73,1,0.0,0.0,0,,0.0,21,"{""clearing_death"": 25033.73, ""payout_death_claim_payment"": 25033.73, ""unclassified"": 628.02}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2019-08-07 00:00:00
9010929794C,9010929794,AVAILABLE_MATCH,N,5406.39,5406.39,0.0,1,2,5406.39,1,0.0,0.0,0,,0.0,27,"{""clearing_death"": 5406.39, ""payout_death_claim_payment"": 5406.39, ""unapplied_intraco"": 767.4, ""unclassified"": 568.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-11-15 00:00:00
9010929982C,9010929982,AVAILABLE_MATCH,N,3872.25,3872.25,0.0,1,2,3872.25,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 3865.32, ""interest_death_benefit"": 6.93, ""payout_death_claim_payment"": 3872.25}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-08-09 00:00:00
9010932881C,9010932881,MISSING_ERIC_SUPPLY,N,7697.46,0.0,0.0,0,,0.0,0,7697.46,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-01-11 00:00:00
9010933370C,9010933370,AVAILABLE_MATCH,N,19216.77,19216.77,0.0,1,2,19216.77,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 19216.77, ""payout_death_claim_payment"": 19216.77}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2024-07-31 00:00:00
9010933485C,9010933485,MISSING_ERIC_SUPPLY,N,9408.25,0.0,0.0,0,,0.0,0,9408.25,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-07-11 00:00:00
9010935366C,9010935366,AVAILABLE_MATCH,N,30086.17,30086.17,0.0,1,2,30086.17,2,0.0,0.0,0,,0.0,58,"{""clearing_death"": 30086.17, ""payout_death_claim_payment"": 30086.17, ""unapplied_intraco"": 2737.08, ""unclassified"": 80.59}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155801,2020-03-16 00:00:00
9010935469C,9010935469,AVAILABLE_MATCH,N,16822.1,16822.1,0.0,1,2,16822.1,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 16757.79, ""interest_death_benefit"": 64.31, ""payout_death_claim_payment"": 16822.1}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2023-10-17 00:00:00
9010935470C,9010935470,AVAILABLE_MATCH,N,13386.99,13386.99,0.0,1,2,13386.99,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 13345.42, ""interest_death_benefit"": 41.57, ""payout_death_claim_payment"": 13386.99}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2018-02-14 00:00:00
9010936183C,9010936183,AVAILABLE_MATCH,N,10330.57,10330.57,0.0,1,2,0.0,0,0.0,-10330.57,0,,0.0,11,"{""clearing_death"": 10330.57, ""payout_death_claim_payment"": 10330.57, ""unapplied_intraco"": 1737.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-03-25 00:00:00
9010936381C,9010936381,AVAILABLE_MATCH,N,10083.45,10083.45,0.0,1,2,10083.45,2,0.0,0.0,0,,0.0,24,"{""clearing_death"": 10083.45, ""payout_death_claim_payment"": 10083.45, ""unclassified"": 463.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-09-23 00:00:00
9010936713C,9010936713,IN_OUTPUT_NO_DEATH_HEADER,N,11162.42,0.0,0.0,0,,16721.52,3,11162.42,16721.52,1,DISBURSEMENT,16721.52,55,"{""clearing_death"": 22236.46, ""interest_death_benefit"": 44.19, ""payout_death_claim_payment"": 16721.52, ""payout_related"": 5559.12, ""reinstatement_clearing"": 22687.4, ""reinstatement_endow_loop"": 11343.7, ""reinstatement_related"": 11343.7, ""unapplied_intraco"": 34031.1, ""unclassified"": 815.36}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,164402,2021-04-15 00:00:00
9010940594C,9010940594,AVAILABLE_MATCH,N,5476.0,5476.0,0.0,1,2,5776.0,2,0.0,300.0,1,PARTIAL_SURRENDER,300.0,5,"{""clearing_death"": 5476.0, ""partial_surrender"": 300.0, ""payout_death_claim_payment"": 5476.0, ""reinstatement_clearing"": 300.0, ""unapplied_intraco"": 300.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-11-20 00:00:00
9010940855C,9010940855,AVAILABLE_MATCH,N,4162.72,4162.72,0.0,1,2,4162.72,1,0.0,0.0,0,,0.0,14,"{""clearing_death"": 4162.72, ""payout_death_claim_payment"": 4162.72, ""unclassified"": 206.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,819100,2019-01-07 00:00:00
9010941063C,9010941063,MISSING_ERIC_SUPPLY,N,5642.04,0.0,0.0,0,,0.0,0,5642.04,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2018-01-02 00:00:00
9010941103C,9010941103,IN_OUTPUT_NO_DEATH_HEADER,N,10776.11,0.0,0.0,0,,15874.76,8,10776.11,15874.76,5,DISBURSEMENT|PARTIAL_SURRENDER,15874.76,27,"{""clearing_death"": 21907.57, ""interest_death_benefit"": 1800.79, ""partial_surrender"": 1305.28, ""payout_death_claim_payment"": 10776.11, ""payout_related"": 7681.92, ""reinstatement_clearing"": 978.96, ""reversal"": 27206.21, ""unapplied_intraco"": 1305.28}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,164401,2022-11-22 00:00:00
