prototype_claimnum,sequence_number,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,policy_number,claim_family,derivation_confidence,lineage_source
CLM0002205,2205,RC-9010842541-1-DEATH_CLAIM-C0-20180311,QDC-RC-9010842541-1-DEATH_CLAIM-C0-20180311,ESG-9010842541-RC-9010842541-1-DEATH_CLAIM-C0-20180311-SOLO,9010842541,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002206,2206,RC-9010842857-1-SURRENDER_CLAIM-C0-20210616,QDC-RC-9010842857-1-SURRENDER_CLAIM-C0-20210616,ESG-9010842857-RC-9010842857-1-SURRENDER_CLAIM-C0-20210616-SOLO,9010842857,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002207,2207,RC-9010842863-1-SURRENDER_CLAIM-C0-20180617,QDC-RC-9010842863-1-SURRENDER_CLAIM-C0-20180617,ESG-9010842863-RC-9010842863-1-SURRENDER_CLAIM-C0-20180617-SOLO,9010842863,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002208,2208,RC-9010842863-1-SURRENDER_CLAIM-C1-20190617,QDC-RC-9010842863-1-SURRENDER_CLAIM-C1-20190617,ESG-9010842863-RC-9010842863-1-SURRENDER_CLAIM-C1-20190617-SOLO,9010842863,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002209,2209,RC-9010842863-1-SURRENDER_CLAIM-C2-20200617,QDC-RC-9010842863-1-SURRENDER_CLAIM-C2-20200617,ESG-9010842863-RC-9010842863-1-SURRENDER_CLAIM-C2-20200617-SOLO,9010842863,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002210,2210,RC-9010842969-1-DEATH_CLAIM-C0-20180415,QDC-RC-9010842969-1-DEATH_CLAIM-C0-20180415,ESG-9010842969-RC-9010842969-1-DEATH_CLAIM-C0-20180415-SOLO,9010842969,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002211,2211,RC-9010843137-1-DEATH_CLAIM-C0-20230826,QDC-RC-9010843137-1-DEATH_CLAIM-C0-20230826,ESG-9010843137-RC-9010843137-1-DEATH_CLAIM-C0-20230826-SOLO,9010843137,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002212,2212,RC-9010843553-1-DEATH_CLAIM-C0-20240624,QDC-RC-9010843553-1-DEATH_CLAIM-C0-20240624,ESG-9010843553-RC-9010843553-1-DEATH_CLAIM-C0-20240624-SOLO,9010843553,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002213,2213,RC-9010844069-1-SURRENDER_CLAIM-C0-20250628,QDC-RC-9010844069-1-SURRENDER_CLAIM-C0-20250628,ESG-9010844069-RC-9010844069-1-SURRENDER_CLAIM-C0-20250628-SOLO,9010844069,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002214,2214,RC-9010844069-1-SURRENDER_CLAIM-C1-20251228,QDC-RC-9010844069-1-SURRENDER_CLAIM-C1-20251228,ESG-9010844069-RC-9010844069-1-SURRENDER_CLAIM-C1-20251228-SOLO,9010844069,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002215,2215,RC-9010844069-1-SURRENDER_CLAIM-C2-20260421,QDC-RC-9010844069-1-SURRENDER_CLAIM-C2-20260421,ESG-9010844069-RC-9010844069-1-SURRENDER_CLAIM-C2-20260421-SOLO,9010844069,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002216,2216,RC-9010844322-1-SURRENDER_CLAIM-C0-20171201,QDC-RC-9010844322-1-SURRENDER_CLAIM-C0-20171201,ESG-9010844322-RC-9010844322-1-SURRENDER_CLAIM-C0-20171201-SOLO,9010844322,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002217,2217,RC-9010845094-1-DEATH_CLAIM-C0-20190216,QDC-RC-9010845094-1-DEATH_CLAIM-C0-20190216,ESG-9010845094-RC-9010845094-1-DEATH_CLAIM-C0-20190216-SOLO,9010845094,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002218,2218,RC-9010845194-1-DEATH_CLAIM-C0-20220828,QDC-RC-9010845194-1-DEATH_CLAIM-C0-20220828,ESG-9010845194-RC-9010845194-1-DEATH_CLAIM-C0-20220828-SOLO,9010845194,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002219,2219,RC-9010845548-1-DEATH_CLAIM-C0-20260221,QDC-RC-9010845548-1-DEATH_CLAIM-C0-20260221,ESG-9010845548-RC-9010845548-1-DEATH_CLAIM-C0-20260221-SOLO,9010845548,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002220,2220,RC-9010845709-1-DISBURSEMENT_CLAIM-C0-20190114,QDC-RC-9010845709-1-DISBURSEMENT_CLAIM-C0-20190114,ESG-9010845709-RC-9010845709-1-DISBURSEMENT_CLAIM-C0-20190114-SOLO,9010845709,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002221,2221,RC-9010845862-1-DISBURSEMENT_CLAIM-C0-20240828,QDC-RC-9010845862-1-DISBURSEMENT_CLAIM-C0-20240828,ESG-9010845862-RC-9010845862-1-DISBURSEMENT_CLAIM-C0-20240828-SOLO,9010845862,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002222,2222,RC-9010845863-1-DISBURSEMENT_CLAIM-C0-20240726,QDC-RC-9010845863-1-DISBURSEMENT_CLAIM-C0-20240726,ESG-9010845863-RC-9010845863-1-DISBURSEMENT_CLAIM-C0-20240726-SOLO,9010845863,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002223,2223,RC-9010845878-1-DEATH_CLAIM-C0-20210713,QDC-RC-9010845878-1-DEATH_CLAIM-C0-20210713,ESG-9010845878-RC-9010845878-1-DEATH_CLAIM-C0-20210713-SOLO,9010845878,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002224,2224,RC-9010846244-1-DEATH_CLAIM-C0-20200922,QDC-RC-9010846244-1-DEATH_CLAIM-C0-20200922,ESG-9010846244-RC-9010846244-1-DEATH_CLAIM-C0-20200922-SOLO,9010846244,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002225,2225,RC-9010846459-1-DISBURSEMENT_CLAIM-C0-20190222,QDC-RC-9010846459-1-DISBURSEMENT_CLAIM-C0-20190222,ESG-9010846459-RC-9010846459-1-DISBURSEMENT_CLAIM-C0-20190222-SOLO,9010846459,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002226,2226,RC-9010846679-1-DEATH_CLAIM-C0-20220818,QDC-RC-9010846679-1-DEATH_CLAIM-C0-20220818,ESG-9010846679-RC-9010846679-1-DEATH_CLAIM-C0-20220818-SOLO,9010846679,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002227,2227,RC-9010847191-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C0-20180801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002228,2228,RC-9010847191-1-SURRENDER_CLAIM-C1-20190801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C1-20190801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C1-20190801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002229,2229,RC-9010847191-1-SURRENDER_CLAIM-C2-20200801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C2-20200801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C2-20200801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002230,2230,RC-9010847191-1-SURRENDER_CLAIM-C3-20210801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C3-20210801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C3-20210801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002231,2231,RC-9010847191-1-SURRENDER_CLAIM-C4-20211002,QDC-RC-9010847191-1-SURRENDER_CLAIM-C4-20211002,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C4-20211002-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002232,2232,RC-9010847191-1-SURRENDER_CLAIM-C5-20220801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C5-20220801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C5-20220801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002233,2233,RC-9010847191-1-SURRENDER_CLAIM-C6-20230801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C6-20230801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C6-20230801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002234,2234,RC-9010847191-1-SURRENDER_CLAIM-C7-20240801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C7-20240801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C7-20240801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002235,2235,RC-9010847191-1-SURRENDER_CLAIM-C8-20250801,QDC-RC-9010847191-1-SURRENDER_CLAIM-C8-20250801,ESG-9010847191-RC-9010847191-1-SURRENDER_CLAIM-C8-20250801-SOLO,9010847191,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002236,2236,RC-9010847466-1-DEATH_CLAIM-C0-20190402,QDC-RC-9010847466-1-DEATH_CLAIM-C0-20190402,ESG-9010847466-RC-9010847466-1-DEATH_CLAIM-C0-20190402-SOLO,9010847466,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002237,2237,RC-9010847479-1-DISBURSEMENT_CLAIM-C0-20190917,QDC-RC-9010847479-1-DISBURSEMENT_CLAIM-C0-20190917,ESG-9010847479-RC-9010847479-1-DISBURSEMENT_CLAIM-C0-20190917-SOLO,9010847479,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002238,2238,RC-9010847488-1-DEATH_CLAIM-C0-20231105,QDC-RC-9010847488-1-DEATH_CLAIM-C0-20231105,ESG-9010847488-RC-9010847488-1-DEATH_CLAIM-C0-20231105-SOLO,9010847488,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002239,2239,RC-9010847570-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010847570-1-SURRENDER_CLAIM-C0-20180801,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002240,2240,RC-9010847570-1-SURRENDER_CLAIM-C1-20190801,QDC-RC-9010847570-1-SURRENDER_CLAIM-C1-20190801,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C1-20190801-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002241,2241,RC-9010847570-1-SURRENDER_CLAIM-C2-20200801,QDC-RC-9010847570-1-SURRENDER_CLAIM-C2-20200801,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C2-20200801-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002242,2242,RC-9010847570-1-SURRENDER_CLAIM-C3-20210801,QDC-RC-9010847570-1-SURRENDER_CLAIM-C3-20210801,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C3-20210801-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002243,2243,RC-9010847570-1-SURRENDER_CLAIM-C4-20211018,QDC-RC-9010847570-1-SURRENDER_CLAIM-C4-20211018,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C4-20211018-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002244,2244,RC-9010847570-1-SURRENDER_CLAIM-C5-20220113,QDC-RC-9010847570-1-SURRENDER_CLAIM-C5-20220113,ESG-9010847570-RC-9010847570-1-SURRENDER_CLAIM-C5-20220113-SOLO,9010847570,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002245,2245,RC-9010847571-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C0-20180801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002246,2246,RC-9010847571-1-SURRENDER_CLAIM-C1-20190801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C1-20190801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C1-20190801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002247,2247,RC-9010847571-1-SURRENDER_CLAIM-C2-20200801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C2-20200801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C2-20200801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002248,2248,RC-9010847571-1-SURRENDER_CLAIM-C3-20210801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C3-20210801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C3-20210801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002249,2249,RC-9010847571-1-SURRENDER_CLAIM-C4-20220801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C4-20220801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C4-20220801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002250,2250,RC-9010847571-1-SURRENDER_CLAIM-C5-20230801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C5-20230801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C5-20230801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002251,2251,RC-9010847571-1-SURRENDER_CLAIM-C6-20240801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C6-20240801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C6-20240801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002252,2252,RC-9010847571-1-SURRENDER_CLAIM-C7-20250801,QDC-RC-9010847571-1-SURRENDER_CLAIM-C7-20250801,ESG-9010847571-RC-9010847571-1-SURRENDER_CLAIM-C7-20250801-SOLO,9010847571,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002253,2253,RC-9010848085-1-DEATH_CLAIM-C0-20211114,QDC-RC-9010848085-1-DEATH_CLAIM-C0-20211114,ESG-9010848085-RC-9010848085-1-DEATH_CLAIM-C0-20211114-SOLO,9010848085,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002254,2254,RC-9010848255-1-SURRENDER_CLAIM-C0-20180108,QDC-RC-9010848255-1-SURRENDER_CLAIM-C0-20180108,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C0-20180108-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002255,2255,RC-9010848255-1-SURRENDER_CLAIM-C1-20180613,QDC-RC-9010848255-1-SURRENDER_CLAIM-C1-20180613,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C1-20180613-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002256,2256,RC-9010848255-1-SURRENDER_CLAIM-C10-20240803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C10-20240803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C10-20240803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002257,2257,RC-9010848255-1-SURRENDER_CLAIM-C11-20250803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C11-20250803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C11-20250803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002258,2258,RC-9010848255-1-SURRENDER_CLAIM-C12-20260206,QDC-RC-9010848255-1-SURRENDER_CLAIM-C12-20260206,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C12-20260206-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002259,2259,RC-9010848255-1-SURRENDER_CLAIM-C2-20190311,QDC-RC-9010848255-1-SURRENDER_CLAIM-C2-20190311,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C2-20190311-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002260,2260,RC-9010848255-1-SURRENDER_CLAIM-C3-20190607,QDC-RC-9010848255-1-SURRENDER_CLAIM-C3-20190607,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C3-20190607-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002261,2261,RC-9010848255-1-SURRENDER_CLAIM-C4-20200803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C4-20200803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C4-20200803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002262,2262,RC-9010848255-1-SURRENDER_CLAIM-C5-20201110,QDC-RC-9010848255-1-SURRENDER_CLAIM-C5-20201110,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C5-20201110-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002263,2263,RC-9010848255-1-SURRENDER_CLAIM-C6-20210803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C6-20210803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C6-20210803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002264,2264,RC-9010848255-1-SURRENDER_CLAIM-C7-20220803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C7-20220803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C7-20220803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002265,2265,RC-9010848255-1-SURRENDER_CLAIM-C8-20230803,QDC-RC-9010848255-1-SURRENDER_CLAIM-C8-20230803,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C8-20230803-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002266,2266,RC-9010848255-1-SURRENDER_CLAIM-C9-20231108,QDC-RC-9010848255-1-SURRENDER_CLAIM-C9-20231108,ESG-9010848255-RC-9010848255-1-SURRENDER_CLAIM-C9-20231108-SOLO,9010848255,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002267,2267,RC-9010848256-1-SURRENDER_CLAIM-C0-20180108,QDC-RC-9010848256-1-SURRENDER_CLAIM-C0-20180108,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C0-20180108-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002268,2268,RC-9010848256-1-SURRENDER_CLAIM-C1-20180604,QDC-RC-9010848256-1-SURRENDER_CLAIM-C1-20180604,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C1-20180604-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002269,2269,RC-9010848256-1-SURRENDER_CLAIM-C10-20240803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C10-20240803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C10-20240803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002270,2270,RC-9010848256-1-SURRENDER_CLAIM-C11-20250803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C11-20250803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C11-20250803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002271,2271,RC-9010848256-1-SURRENDER_CLAIM-C12-20260206,QDC-RC-9010848256-1-SURRENDER_CLAIM-C12-20260206,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C12-20260206-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002272,2272,RC-9010848256-1-SURRENDER_CLAIM-C2-20190311,QDC-RC-9010848256-1-SURRENDER_CLAIM-C2-20190311,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C2-20190311-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002273,2273,RC-9010848256-1-SURRENDER_CLAIM-C3-20190607,QDC-RC-9010848256-1-SURRENDER_CLAIM-C3-20190607,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C3-20190607-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002274,2274,RC-9010848256-1-SURRENDER_CLAIM-C4-20200803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C4-20200803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C4-20200803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002275,2275,RC-9010848256-1-SURRENDER_CLAIM-C5-20201110,QDC-RC-9010848256-1-SURRENDER_CLAIM-C5-20201110,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C5-20201110-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002276,2276,RC-9010848256-1-SURRENDER_CLAIM-C6-20210803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C6-20210803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C6-20210803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002277,2277,RC-9010848256-1-SURRENDER_CLAIM-C7-20220803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C7-20220803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C7-20220803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002278,2278,RC-9010848256-1-SURRENDER_CLAIM-C8-20230803,QDC-RC-9010848256-1-SURRENDER_CLAIM-C8-20230803,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C8-20230803-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002279,2279,RC-9010848256-1-SURRENDER_CLAIM-C9-20231108,QDC-RC-9010848256-1-SURRENDER_CLAIM-C9-20231108,ESG-9010848256-RC-9010848256-1-SURRENDER_CLAIM-C9-20231108-SOLO,9010848256,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002280,2280,RC-9010848292-1-SURRENDER_CLAIM-C0-20180401,QDC-RC-9010848292-1-SURRENDER_CLAIM-C0-20180401,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C0-20180401-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002281,2281,RC-9010848292-1-SURRENDER_CLAIM-C1-20181001,QDC-RC-9010848292-1-SURRENDER_CLAIM-C1-20181001,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C1-20181001-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002282,2282,RC-9010848292-1-SURRENDER_CLAIM-C10-20230401,QDC-RC-9010848292-1-SURRENDER_CLAIM-C10-20230401,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C10-20230401-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002283,2283,RC-9010848292-1-SURRENDER_CLAIM-C11-20231001,QDC-RC-9010848292-1-SURRENDER_CLAIM-C11-20231001,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C11-20231001-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002284,2284,RC-9010848292-1-SURRENDER_CLAIM-C12-20240401,QDC-RC-9010848292-1-SURRENDER_CLAIM-C12-20240401,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C12-20240401-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002285,2285,RC-9010848292-1-SURRENDER_CLAIM-C13-20241001,QDC-RC-9010848292-1-SURRENDER_CLAIM-C13-20241001,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C13-20241001-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002286,2286,RC-9010848292-1-SURRENDER_CLAIM-C14-20250401,QDC-RC-9010848292-1-SURRENDER_CLAIM-C14-20250401,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C14-20250401-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002287,2287,RC-9010848292-1-SURRENDER_CLAIM-C15-20251001,QDC-RC-9010848292-1-SURRENDER_CLAIM-C15-20251001,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C15-20251001-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002288,2288,RC-9010848292-1-SURRENDER_CLAIM-C2-20190401,QDC-RC-9010848292-1-SURRENDER_CLAIM-C2-20190401,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C2-20190401-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002289,2289,RC-9010848292-1-SURRENDER_CLAIM-C3-20191001,QDC-RC-9010848292-1-SURRENDER_CLAIM-C3-20191001,ESG-9010848292-RC-9010848292-1-SURRENDER_CLAIM-C3-20191001-SOLO,9010848292,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
