PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
2665ST,DB,32,5,12666.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,6,12666.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,7,12666.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,8,12666.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,9,12666.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,10,12666.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,11,12666.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,12,12666.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,13,12666.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,14,12666.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,15,12666.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,16,12666.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,17,12666.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,18,12666.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,19,12666.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,20,12666.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,21,12666.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,22,12666.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,33,1,12264.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,2,12264.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,3,12264.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,4,12264.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,5,12264.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,6,12264.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,7,12264.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,8,12264.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,9,12264.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,10,12264.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,11,12264.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,12,12264.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,13,12264.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,14,12264.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,15,12264.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,16,12264.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,17,12264.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,18,12264.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,19,12264.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,20,12264.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,33,21,12264.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2264.01
2665ST,DB,34,1,11874.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,2,11874.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,3,11874.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,4,11874.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,5,11874.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,6,11874.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,7,11874.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,8,11874.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,9,11874.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,10,11874.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,11,11874.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,12,11874.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,13,11874.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,14,11874.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,15,11874.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,16,11874.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,17,11874.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,18,11874.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,19,11874.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,34,20,11874.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1874.01
2665ST,DB,35,1,11490.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,2,11490.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,3,11490.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,4,11490.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,5,11490.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,6,11490.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,7,11490.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,8,11490.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,9,11490.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,10,11490.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,11,11490.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,12,11490.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,13,11490.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,14,11490.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,15,11490.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,16,11490.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,17,11490.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,18,11490.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,35,19,11490.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1490.01
2665ST,DB,36,1,11112.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,2,11112.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,3,11112.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,4,11112.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,5,11112.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,6,11112.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,7,11112.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,8,11112.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,9,11112.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,10,11112.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,11,11112.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,12,11112.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,13,11112.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,14,11112.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,15,11112.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,16,11112.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,17,11112.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,36,18,11112.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1112.01
2665ST,DB,37,1,10752.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,2,10752.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,3,10752.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,4,10752.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,5,10752.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,6,10752.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,7,10752.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,8,10752.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,9,10752.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,10,10752.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,11,10752.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,12,10752.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,13,10752.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,14,10752.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,15,10752.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,16,10752.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,37,17,10752.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",752.01
2665ST,DB,39,1,10083.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,2,10083.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,3,10083.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,4,10083.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,5,10083.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,6,10083.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,7,10083.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,8,10083.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,9,10083.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,10,10083.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,11,10083.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,12,10083.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,13,10083.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,14,10083.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
2665ST,DB,39,15,10083.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",83.01
A96DAR,CV,0,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,0,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,0,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,0,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,0,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,0,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,0,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,0,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,0,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,0,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,0,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,0,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,0,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,0,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,0,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,0,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,0,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,0,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,0,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,0,61,22599.4400000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12599.45
A96DAR,CV,0,62,23505.4200000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13505.43
A96DAR,CV,0,63,24443.1100000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14443.12
A96DAR,CV,0,64,25413.6200000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",15413.63
A96DAR,CV,0,65,26418.1000000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",16418.11
A96DAR,CV,1,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,1,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,1,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,1,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,1,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,1,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,1,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,1,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,1,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,1,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,1,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,1,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,1,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,1,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,1,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,1,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,1,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,1,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,1,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,1,61,22599.4400000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12599.45
A96DAR,CV,1,62,23505.4200000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13505.43
A96DAR,CV,1,63,24443.1100000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14443.12
A96DAR,CV,1,64,25413.6200000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",15413.63
A96DAR,CV,2,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,2,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,2,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,2,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,2,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,2,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,2,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,2,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,2,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,2,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,2,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,2,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,2,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,2,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,2,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,2,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,2,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,2,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,2,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,2,61,22599.4400000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12599.45
A96DAR,CV,2,62,23505.4200000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13505.43
A96DAR,CV,2,63,24443.1100000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14443.12
A96DAR,CV,3,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,3,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,3,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,3,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
